Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ANDROGEN AND ESTROGEN BIOSYNTHESIS AND METABOLISM	ANDROGEN AND ESTROGEN BIOSYNTHESIS AND METABOLISM	0.00451085424302227	0.500704820975472	-1	PRKAA2,PRKAA1,PRKAG2,EPS8L2,SQSTM1,SRXN1,PRKAB2	-1.82091759773472	-0.651005188351754	7	15
PENTOSE PHOSPHATE PATHWAY	PENTOSE PHOSPHATE PATHWAY	0.0272087067861716	0.720940649496081	-1	PRKAA2,PSMD11,ALDOA,RPTOR,SNX9,SQSTM1,EEF2,NEDD4L,HSP90AA1,RAB7A,PSMD2	-1.52752107402846	-0.45776475130013	11	30
TRIHYDROXYCOPROSTANOYL-COA BETA-OXIDATION	TRIHYDROXYCOPROSTANOYL-COA BETA-OXIDATION	0.0303129074315515	0.720940649496081	-1	PRKAA2,MRPS17,DYRK1A,ALDOA,XPO1,FTSJ1,EEF2,HSD17B4,UBE2V1,MYC,H2AFX,EXOC1	-1.49257391534459	-0.43756692018912	12	33
NUCLEOTIDE SUGAR METABOLISM	NUCLEOTIDE SUGAR METABOLISM	0.0311857436600411	0.720940649496081	-1	ZFP36L1,TSC2,PRKCZ,RPTOR,PTK2,BAD,PTPN11,PLCG1,HSP90AA1,BCAR1,CD22,FOXO3	-1.44446830022688	-0.397554981694459	12	42
ROS DETOXIFICATION	ROS DETOXIFICATION	0.032474804031355	0.720940649496081	-1	TMEM131,OPTN,ALDOA,CSNK1D,PPP1R12A,XPO1,SQSTM1,RNF19A,FTSJ1,PTPN11,SGTA,NEDD4L,PSMD2,ABL2,MYC,H2AFX,FOXO3	-1.4133340115362	-0.377239688314577	17	51
PHYTANIC ACID PEROXISOMAL OXIDATION	PHYTANIC ACID PEROXISOMAL OXIDATION	0.0462525320729237	0.769318299368987	-1	PRKAA2,ALDOA,VCL,XPO1,SQSTM1,WASL,HSD17B4,PSMD2,PGRMC2,AMOTL2,UBE2V1,MYC	-1.40070359460261	-0.393507348488632	12	39
STARCH AND SUCROSE METABOLISM	STARCH AND SUCROSE METABOLISM	0.0485155684286749	0.769318299368987	-1	PRKAA2,OTUD5,ALDOA,CSNK1D,AKAP1,PRKAB2,PPP1R7,TOP1,SGTA,MAPT,NEDD4L,HSP90AA1,PSMD2	-1.36426905376382	-0.367649345894542	13	48
ALANINE AND ASPARTATE METABOLISM	ALANINE AND ASPARTATE METABOLISM	0.0727997102499095	0.810602285938609	-1	C11ORF68,ALDOA,PRKAG2,CSNK1D,XPO1,STT3B,EEF2,NEDD4L,PSMD2,NAA30,MYC,BAG3,ARAF,DDA1,CTPS2	-1.31951188981227	-0.357540685796595	15	47
UREA CYCLE/AMINO GROUP METABOLISM	UREA CYCLE/AMINO GROUP METABOLISM	0.0804516584333098	0.810602285938609	1	KMT2A,POLR2A,HIST1H4A,MLLT10,SUZ12,KMT2B,EZH2,HDAC2,LIG1,RRP8,DOT1L,KMT2C,ERCC5,SETD1B,USP7,UVSSA,MNAT1,PRDM2,CHD7,RB1,SIRT1,NCOR1,POLM,CTNNB1,PAGR1,KMT2D	1.34405924012695	0.425859536903327	26	40
ARGININE AND PROLINE METABOLISM	ARGININE AND PROLINE METABOLISM	0.0898502495840266	0.810602285938609	-1	PRKAA2,ALDOA,ATP2B4,CSNK1D,PARP4,COPRS,WASL,NEDD4L,HSP90AA1	-1.30674519058336	-0.371848639220933	9	37
