Gene	Protein.names	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF3C	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	13.0482527636913	12.8623665500256	13.1122020866198	13.1460803797303	12.8882913527891	12.8281217331254	12.6513537774583	12.6867201774063	12.9827086789544	13.078259727484
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSMD11	26S proteasome non-ATPase regulatory subunit 11	14.2316067140648	13.9658653130358	13.9710855504913	13.6662350051949	13.5385518768078	12.6607895399302	12.7539268012344	12.6629066709647	13.1835731352891	12.9752200648059
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUPT5H	Transcription elongation factor SPT5	10.8256635417744	10.6958554780458	10.8036256873404	10.9281352540269	10.5621483674035	10.691784655046	10.5621483674035	11.313593280827	10.4211597203125	10.8660346875599
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BIN1	Myc box-dependent-interacting protein 1	15.6620965013187	15.8141233329243	15.5475868904602	15.5028739955739	15.7144280611239	15.4515077563651	15.1500316287447	15.3326403567123	15.5815968989179	15.459169539619
BIN1	Myc box-dependent-interacting protein 1	14.8322404414736	15.1122142815012	14.8306816385159	14.9057698963025	14.9400281968464	14.559705160797	14.4814323242574	14.5627859310085	14.868806209036	14.7411356823407
BIN1	Myc box-dependent-interacting protein 1	12.2738295810338	12.0061138987901	12.1593962842182	12.1896328819182	12.4220988592214	12.157343701175	12.0556817879004	12.070277178652	12.0076295825793	11.9033008069361
DDX3X	ATP-dependent RNA helicase DDX3X	11.9660845356004	12.1553524507383	12.2423632466726	12.3050683050831	12.1336819431962	11.6536333800063	11.9573422842171	11.4841483892748	12.1284993935738	11.739109948082
DDX3X	ATP-dependent RNA helicase DDX3X	14.5411762254496	14.4102012649059	14.6027079640952	14.7468373337125	14.7034975062752	13.7380008339288	13.9340351091317	13.3452520735438	14.1924871476009	14.3146992764105
DDX3X	ATP-dependent RNA helicase DDX3X	13.3295227310684	13.3372273713091	13.1433710571254	13.3812929047023	13.4750737762611	12.1827120462071	12.3306220640949	11.9276703738257	12.9366180381987	12.8203811768069
DDX3X	ATP-dependent RNA helicase DDX3X	11.7745320002509	12.260601397496	11.5541617313878	11.833598962331	11.9033008069361	10.7760566642152	10.7869276075397	10.8486169064807	11.5194908415971	11.5730055081765
DDX3X	ATP-dependent RNA helicase DDX3X	12.8658806033857	12.805127611614	12.600349997722	12.7725626648292	12.7437372956624	12.6978870000767	13.0851375133733	12.9779590762638	13.0445407873479	13.1479083313365
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XPO1	Exportin-1	13.3461639983443	13.8235329590107	13.4144304386925	13.4662353094759	13.2365482042563	13.0500103530253	12.8119999243508	13.1405258568257	13.0201175832998	13.110237091027
ARPC3	Actin-related protein 2/3 complex subunit 3	12.5966741198165	12.4118928772613	12.3756594983281	12.3998921874319	12.5448843785948	12.2553321046473	11.8661542842886	12.0812005897557	12.2294790954329	12.29565422671
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K7	Mitogen-activated protein kinase kinase kinase 7	15.250110698617	15.1874624149927	15.0380139969815	15.1254963485263	15.1551071214524	14.9545774318028	14.7331026039276	14.8511992104657	15.0097226816245	14.9191617536641
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	12.2440499587006	12.0529119921761	12.4136213231092	12.808712721999	12.8057852978797	12.1421905863031	12.0758189642992	11.7335733676793	12.417677437166	12.6721443467038
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRINP1	BMP/retinoic acid-inducible neural-specific protein 1	14.5892768252237	14.4982781121637	14.5525400708213	14.5163551058855	14.6663607577622	14.6572186570088	14.422646038384	14.5892768252237	14.5989119627981	14.5784692777458
DPM1	Dolichol-phosphate mannosyltransferase subunit 1	14.5833946180204	14.1997599082208	14.4377823289597	14.5007258744322	14.5118274172948	14.5775343811984	14.6431703977191	14.5557568589964	14.570299046174	14.6239648511829
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DKC1	H/ACA ribonucleoprotein complex subunit 4	13.4294668889352	13.3478635011371	13.5371900468629	13.2961712925834	13.3564025236093	13.490415484044	13.2763560226108	13.2513863571957	13.124794080635	13.0962213948704
EIF5B	Eukaryotic translation initiation factor 5B	12.8766958430319	13.0102878823643	13.0531772692498	12.7830918079384	12.8217592499622	12.4355357693602	12.7048589038421	12.7652892673413	12.9519595644123	12.7738207142644
