Gene	Protein.names	Glucose	Glucose1	Glucose2	Glucose3	Glucose4	NoGlucose	NoGlucose1	NoGlucose2	NoGlucose3	NoGlucose4
UBE2L3	Ubiquitin-conjugating enzyme E2 L3	14.8201722510777	14.6278185039765	14.9283454718814	14.8857706571388	14.8741861437385	14.6776770425923	14.5968170933805	14.7693030322009	14.7330473134442	14.7275986356359
PLEKHG3	Pleckstrin homology domain-containing family G member 3	14.1976636351047	14.0749352298676	13.9082382661264	13.9952410718176	13.9184481554929	13.9286505662109	14.2034962769696	13.9184481554929	13.9436474412463	14.1019581297787
CNOT1	CCR4-NOT transcription complex subunit 1	17.8087325433987	17.8455848631983	17.8030934337539	17.8504951716094	17.8451732111139	17.8116142027625	17.7712891678534	17.879470447997	17.8161606614973	17.8585823556288
MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A;Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	14.8058114321859	14.8108493799682	14.9567449147219	14.7169441252943	14.577940535898	13.7627730339073	13.7335686404	13.6873914058303	13.7457503865064	13.7335686404
SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	18.6456162294352	18.5610007405537	18.4862899805442	18.6576140444991	18.5855885688918	18.7083732331616	18.6004334041098	18.8221681566511	18.7351117404373	18.7254941979715
CCDC85C	Coiled-coil domain-containing protein 85C	14.722754075406	14.4301853905567	14.5122054186414	14.6261279624094	14.5467583073327	14.6045863526448	14.4646260757312	14.8376458820812	14.5263543256074	14.5640942091259
RGPD4	RanBP2-like and GRIP domain-containing protein 4;RanBP2-like and GRIP domain-containing protein 3;RANBP2-like and GRIP domain-containing protein 5/6;RANBP2-like and GRIP domain-containing protein 8	12.1804232582543	12.2610456983346	12.1041505353675	12.2139410419915	12.5067130957854	12.4423893936606	12.5490090178426	13.3833401284979	12.5294149647186	12.4600292754755
SNRPG	Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15	15.5578455199023	15.3263137324394	15.4870001645459	15.5878035031479	15.6808138110448	15.9423886895693	16.0672011822223	15.9499285664327	15.9297504755088	16.0785697933516
HACD1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	13.7023022477443	13.6620075726167	13.7257504354777	13.6770736316444	13.5751120340867	13.5624950607492	13.4404081672383	13.6060584895342	13.4674806688857	13.5851472622563
HMGB2	High mobility group protein B2;Putative high mobility group protein B1-like 1;High mobility group protein B1	15.7555985134446	15.8296269948126	15.8017106223612	16.1389347725963	16.0060731912501	15.9616205838694	15.7278037715942	15.5087514745204	15.8527748689382	16.0009080764531
NACA	Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form	15.349817618522	15.1955327627679	15.1876785979685	15.1623880999646	15.435605977345	15.3016603620819	15.3122420783498	15.3245802397393	15.2749353344521	15.298655255211
AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	18.3981216136212	18.4744597150061	18.5610007405537	18.4898914816774	18.4590268829751	18.5909580422994	18.5923376438584	18.5554090936371	18.5684243775384	18.5890147185696
KIF2A	Kinesin-like protein KIF2A	17.9699166514075	17.9599530422459	17.9089367751788	17.959161115658	17.9848945185955	17.8407465399136	17.9045600119215	17.9472907023786	17.9005257519482	18.0031817352784
PSMD11	26S proteasome non-ATPase regulatory subunit 11	17.2812439300256	17.2544797349798	17.0781880127495	17.1083586709761	17.1379210558729	17.0844400496124	16.9507905900312	17.0558169159391	17.0519967433978	17.0629982844201
