Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	0.358564143585641	0.406832393683709	1	APP,ATP6V1B2,ATP6V1A,CYP1B1,ATP6V1E1,NEDD4L,GMPPB,HSPA6,POLR2A,CYP2S1,GLRX5,CAD,GPSM1,ELAVL1,ESD,HIST1H4A,HDAC1,CYB5A,CASP3,ADCK4,HSPA1B,CYP27A1,POLDIP2,PDSS2,CHCHD2,CYP51A1,DDX41,ARSE,NIT2,IDE,D2HGDH,LCMT1,PTPMT1,HDAC2,PITRM1,C1QBP,BCKDHA,POR	1.04013136760303	0.378480079425958	38	79
HYALURONAN METABOLISM	HYALURONAN METABOLISM	0.54034596540346	0.569293070692931	1	H2AFX,EIF4EBP1,FGFR1,TUBA4A,HNRNPD,PTPN11,FYN,ABCE1,PIK3R1,CRK,TSNAX,EIF6,SHC1,NRAS,SMC6,MAPK1,FBXO6,TUBA1A,PLCG1,TMEM25,MCM2,BAG6,VHL,FLRT2,EIF4EBP2,PIK3R2,HRAS,SYNCRIP	0.985323981782986	0.367158080274679	28	54
GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	0.0203979602039796	0.0581896355818963	1	SDF4,NEU1,SDCBP,APP,GYS1,NDST1,DAAM1,PLK1,ENO2,CHST14,VIM,H2AFX,ATP6AP2,CTSA,NCOA5,EIF4EBP1,TMEM51,MBD2,GSPT1,TUBA4A,HNRNPD,FYN,ABCE1,ELAVL1,GLB1,SDC4,ACTB,CRK,AGRN,TSNAX,NAAA,IPO13,SFN,ILKAP,CHST12,RABL6,PHF5A,CHST15,SMC6,TFIP11,OTUD6B,PON2,GPC6,TMEM259,NDUFAF7,FBXO6,CSPG4,ZMYM2,UGGT1,TUBA1A,CHST11,INTS1,KDM5B,FARS2,GSPT2,VCP,ST3GAL1	1.19486590099307	0.423173870887986	57	135
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM	0.0130986901309869	0.0483014198580142	1	SARS,GFPT1,GALE,WARS,ATP6V1A,NARS,KPNA2,CTSL,VPS4B,LDHB,IPO9,APRT,AHSA1,CDK6,FASN,EPRS,HSP90B1,PTGES3,NPEPPS,DYRK1A,NUP210,CAD,ARRB2,WWP2,CCT8,ABCE1,DDX39B,FECH,AK1,EGFR,CDK5,LDHA,INO80,CCT7,COPB1,CCT4,CCT3,RPN2,IDH3A	1.21940403626128	0.434032412548507	39	122
PYRUVATE METABOLISM	PYRUVATE METABOLISM	9.99900009999e-05	0.00147485251474853	1	AARS,GFPT1,APP,CTH,PDIA4,LGALS3BP,TARS,GALT,HSPA5,ATIC,BST2,WDR76,ENO2,GOT1,ATP6V1B2,CNDP2,ATP6V1A,MTHFD1,ASNS,PRKAR1A,MARK2,PGD,PFKM,HUWE1,TUBB3,PRKAR1B,GDI1,ATP6V1E1,TUBB4B,IPO4,GAPDH,CTSL,PFKL,ANTXR1,FKBP1A,ISCA2,LARS,NEDD4L,NAP1L1,ACSS2,GSTO1,DHX30,AKR1A1,GMPPB,PFKP,HSPA6,MAP2K2,WNK1,BAG3,UGP2,SNRPG,SIN3A,SHMT1,PRPS2,IARS,FASN,CTPS1,PPA1,UBA1,NIPBL,AHCY,IPO5,EEF2,ISYNA1,EPRS,PDIA3,RPAP3,NAP1L4,CIR1,OAT,PRKAA2,TUBA4A,PYCRL,HSPH1,NUTF2,HSPA4,SDSL,GDI2,SGTA,HIST2H2BE,PTGES3,ISG15,NPEPPS,PSMD11,ENO1,PRKAA1,ALDOA,SP140L,HSP90AA1,POLR3B,CAD,RRM2,CCT8,STIP1,ARPC4,EIF4A1,ACACA,ACTB,ACAT2,PPID,EGFR,HLA-B,CAND1,CALR,PRDX2,RPL30,ME3,ME2,HINT1,EIF4A2,MB21D1,ADK,ARPC3,TXN,HSP90AB1,CS,HIST1H4A,LTA4H,SMC4,PHB2,CCT7,PKM,HIST2H3A,MSN,AKR1B1,MMS19,ABCF3,UBE2G2,PPIA,PPP2CB,AKR1D1,KRI1,COPB1,ZW10,AKR7A2,NFKB1,PRPF40A,ARHGDIA,HECW2,CCT4,PSMD7,CCT3,TALDO1,IST1,CTPS2,RPN2,IDH3A,PLS3,AKR1C3,EWSR1,HSPA1B,NSF,RPL5,MAPK1,ATG5,DLAT,CARHSP1,GPN1,GLO1,ERBB2,ZNF318,ATP6V1D,POLRMT,POLR2E,TPR,TCP1,MYL1,PRKAR2A	1.25163885262196	0.427169487751145	168	448
SIALIC ACID METABOLISM	SIALIC ACID METABOLISM	0.105489451054895	0.188602351886024	1	NEU1,SDCBP,APP,PLK1,ENO2,ATP6V1A,VIM,H2AFX,GDI1,PGLS,ATP6AP2,EED,SERINC5,MOV10,IMPA1,HSPA6,CTSA,PGM1,BAG3,EIF4EBP1,KEAP1,CTPS1,ARFGAP1,POLE2,TUBA4A,HSPH1,HSPA4,HNRNPD,GDI2,FYN,PML,HSP90AA1,POLR3B,ABCE1,GDE1,ELAVL1,GLB1,EGFR,SERINC1,CRK,TSNAX,TXN,HSP90AB1,TCTN3,IPO13,MMS19,UBE2G2,ORC1,ERGIC3,AP2A1,OSBPL11,SMC6,CTPS2,TFIP11,HSPA1B,CAPZA2,AP2M1,PON2,SERINC3,TMEM259,NOTCH3,RSBN1L,ILK,NDUFAF7,FBXO6,ZMYM2,EPS15,CSE1L,SCAMP2,TUBA1A,INTS1,HERPUD1,LIMA1,SAMD1,VCP,ST3GAL1,CYP51A1,KRT18,MEPCE,MCM2,ITGB1,BAG6,CLUH,MYO18A,AP2B1,ATP6V0A1,JUNB,NXF1,UNC93B1,PSMA3,TFAP4,RCC1	1.09827625957971	0.382995658448148	92	205
CHONDROITIN SULFATE DEGRADATION	CHONDROITIN SULFATE DEGRADATION	0.403459654034597	0.449134331849834	1	NEU1,LOXL2,NDST1,HSPA5,PPT2,H2AFX,IDUA,EIF4EBP1,ST3GAL4,FGFR1,TUBA4A,HNRNPD,PTPN11,FYN,ABCE1,PIK3R1,PLAUR,ELAVL1,CRK,KLHL15,TSNAX,NAAA,SHC1,NRAS,SMC6,MAPK1	1.02577890165972	0.369994184428799	26	91
DI-UNSATURATED FATTY ACID BETA-OXIDATION	DI-UNSATURATED FATTY ACID BETA-OXIDATION	0.0061993800619938	0.0395260473952605	1	PGRMC2,MAP1LC3A,SQSTM1,GFPT1,APP,XPOT,PDIA4,LAMP1,VCAM1,GALT,RRAGA,HSPA5,WDR76,ENO2,TOP2B,CALCOCO2,ATP6V1B2,ATP6V1A,PAICS,PFKM,PGK1,HUWE1,H2AFX,TUBB3,NDUFA4,GDI1,NDRG1,TUBB4B,IPO4,GAPDH,PFKL,IFRD2,FKBP1A,LARS,NEDD4L,GART,EED,CTNNB1,GSTO1,MOV10,TMEM173,GMPPB,TOP2A,PFKP,HSPA6,SKI,PGM1,BAG3,CTPS1,POLR2A,NES,SPG20,ABHD14B,TIMP2,UBA1,ARMC6,AHCY,DECR1,MAPRE1,EEF2,ISYNA1,PDIA3,PRKAA2,TUBA4A,PYCRL,PARK7,HSPH1,HSPA4,SDSL,HNRNPD,GDI2,EPB41,GTPBP2,DBNL,WDR5,PTGES3,EIF2B2,IPO7,ENO1,ALDOA,HSP90AA1,CAD,SMARCD2,USP20,HNRNPC,RRM2,EIF2B5,CCT8,PYGB,STIP1,ATF2,EIF4A1,CDH1,ELAVL1,HGS,FECH,TNIK,DARS,ACACA,ACTB,AK1,PPID,YWHAZ,EGFR,HADH,HLA-B,SERPINA1,CALR,STAT1,ME2,HINT1,EIF4A2,ADK,HSP90AB1,SLC1A5,TCTN3,NVL,HIST1H4A,SMARCD1,OLA1,MED4,DBT,RNASEH2A,HIST2H3A,MSN,VCL,MMS19,YWHAQ,RHOT1,NT5C2,RAB8A,DMAP1,PPP2CB,HECW2,PSMD7,ABCG1,CLDN12,KPNB1,CTPS2,CLK1,IDH3A,EIF2S2,PLS3,SLC35F5,HSPA1B,MAPK1,ATG5,CHCHD4,DLAT,GPN1,ERBB2,ATP6V1D,TPR,PRKAR2A,TYSND1,CSNK1D,TKT,RAB8B,NOM1,MTIF2,FBXO6,TRAF1,FERMT2,PPP6C,TNPO2,PLS1,CSE1L,UBA5,TUBA1A,ATL1,TPX2,PFDN4,NOP56,MYH9,MSH6,GAR1,IMMT,PABPC1,ALDH2,FARSA,LIMA1,COPS5,TUBB6,VCP,FLNB,YEATS4,TUBB,MDH2,HIST2H2AB,GET4,LAMP2,MAT2A,AGPAT2,WASL,HSD17B10,NDC80,GPI,MOB1B,SLC27A1,XPO1,MCM2,SLC27A4,LEO1,PSMC3,OBSL1,TUBGCP3,KTN1,BAG6,CLUH,IDE,BAIAP2,LGALS9,RABAC1,PPP3CB,MDN1,TAF5,FTSJ1,SMARCD3,CCDC22,FASTKD3,EIF2S3,NXF1,PSMA3,TUBB4A,VHL,RCC1,PGRMC1,PTPMT1,ICT1,TP53,ACTR2,ECT2,PPP3CA,EIF2B3	1.13335946970466	0.38603808175621	234	500
PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	0.0216978302169783	0.0581896355818963	1	PGRMC2,SDCBP,SARS,HSPB1,APP,PDIA4,VCAM1,CHAF1A,PFKM,H2AFX,NDUFA4,PSMD9,NAMPT,PFKL,FKBP1A,NEDD4L,EED,COTL1,CTNNB1,GSTO1,GGT1,GMPPB,PFKP,HSPA6,CASK,SFPQ,PEBP1,GLRX5,MAPRE1,EEF2,ISYNA1,FKBP4,WBSCR16,SPTAN1,CBR3,RNF2,HSPH1,HSPA4,MKI67,HNRNPD,PTGES3,NPEPPS,ALDOA,HSP90AA1,ARRB2,ABCE1,PIK3R1,STIP1,PLAUR,ELAVL1,PPID,EGFR,HLA-B,CBR1,CALR,ME2,HINT1,COPS7A,ARPC3,HSP90AB1,FKBP8,LTA4H,SPINT2,MSN,AKR1B1,CASP7,PPIA,ZFP36,PRPF40A,AIP,CASP3,HIF1A,RPN2,IDH3A,STUB1,EWSR1,HSPA1B,ERBB2,UBQLN1,KPNA3,HDAC6,DNAJC7,POLDIP2,HLA-C,FBXO6,FAF2,CSE1L,UBA5,CSTF2T,NCL,LDLR,PTGES2,COPS5,TMEM30A,CHCHD2,VCP,CD2AP	1.14550804445512	0.396656992729908	97	252
LINOLEATE METABOLISM	LINOLEATE METABOLISM	0.0391960803919608	0.0856506941898403	1	PGRMC2,MAP1LC3A,APP,PDIA4,SNX2,CRELD2,HSPA5,ATIC,ABL2,VIM,CYP1B1,EIF2A,GAPDH,PRDX6,BLMH,COTL1,CTNNB1,MOV10,HSPA6,CASK,BAG3,SFPQ,EIF4EBP1,HARS,POLR2A,PSME1,CYP2S1,NT5E,ADD3,PDIA3,WBSCR16,RNF2,HSPA4,HNRNPD,SGTA,NAA15,NAA50,DBNL,CLN3,PTPN11,HSP90AA1,DCTN1,ARRB2,USP20,PIK3R1,PYGB,UGDH,GPX8,ATF2,ELAVL1,PPID,YWHAZ,EGFR,BRD4,RPL30,USP5,MLLT4,COPS7A,OS9,CSTF1,HSP90AB1,TCTN3,SMARCD1,RAP2A,TPP2,CYB5A,SPINT2,SNX3,PKM,CASP7,FADS2,ZFP36,DVL2,YWHAG,CASP3,EVPL,EIF2S2,MAPK1,PSMF1,ASNA1,CAB39,ERBB2,GPX1,CYP27A1,UBQLN1,SF3A1,FBXO6,HNRNPK,FAF2,MUT,PVR,USP4,CSE1L,ACAD8,CSTF2T,NCL,UBXN1,DTD1,XAGE1A,PSMB2,FOSL2,UMPS,COPS5,TMEM30A,LCN2,VCP,ARRB1,AIMP1,CYP51A1,PSEN1,HSD17B10,RPRD1A,LETM1,ETF1,MCM2,ABCF1,CAP1,IQGAP1,BAG6,TCEA1,RELA,EXOC6,PRC1,CREB1,CASP8,SBDS,NXF1,TGFB1I1	1.11856135207146	0.385821890182361	128	286
