Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
FATTY ACID ACTIVATION	FATTY ACID ACTIVATION	0.0021997800219978	0.00540966311532112	1	PGRMC2,APP,PDIA4,GALT,RRAGA,HSPA5,WDR76,ENO2,TOP2B,CALCOCO2,ATP6V1B2,ATP6V1A,PAICS,PFKM,H2AFX,TUBB3,NDUFA4,NDRG1,TUBB4B,GAPDH,PFKL,GART,EED,TMEM173,GMPPB,TOP2A,HSPA6,CTPS1,SPG20,EEF2,HSPH1,HSPA4,IPO7,HSP90AA1,CAD,HNRNPC,PYGB,ELAVL1,FECH,DARS,YWHAZ,EGFR,ME2,HSP90AB1,TCTN3,HIST1H4A,MED4,HIST2H3A,YWHAQ,RHOT1,NT5C2,DMAP1,HECW2,EIF2S2,PLS3,HSPA1B,DLAT,ERBB2,TPR,CSNK1D,CSE1L,PFDN4,PABPC1,ALDH2,COPS5,TUBB6,TUBB,WASL,NDC80,GPI,SLC27A1,XPO1,MCM2,SLC27A4,PSMC3,OBSL1,TUBGCP3,CLUH,RABAC1,PPP3CB,TAF5,TUBB4A,RCC1,PGRMC1,PTPMT1,TP53,ECT2,PPP3CA	1.25396540716845	0.440308812938481	88	161
4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	0.383161683831617	0.410408736904087	1	NCOA4,TSG101,PBRM1,WDR77,SMARCA4,TOP2A,HSPA6,SMARCE1,SMARCC2,SIN3A,KDM5A,POLR2A,HNRNPU,NR2F6,POLR2H,CUL4B,SMARCC1,FKBP4,DCAF6,HSPA4,SGTA,NCOA6,PTGES3,GPS1,HSP90AA1,SMARCD2,GTF2H3,STIP1,ARID2,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SMARCB1,SMARCD1,HDAC1,SORT1,PKM,SFN,CKS1B,NFKB1,ARID1A,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,POLR2E,NCOR1,VPRBP,NCL,COPS5,RAD23B,FOXO1,TRAF2,COPS4,NR2F2,POLR2C,RELA,IDE,NCOR2,SMARCD3,PRMT5,AKT1,CREB1,TGFB1I1,RNF139,DAXX,UBE2D2,HDAC2,TP53,PCK2,PRKDC,TOR1A	1.02449153505242	0.358636122444556	76	174
4-HYDROXYBENZOATE BIOSYNTHESIS	4-HYDROXYBENZOATE BIOSYNTHESIS	0.383161683831617	0.410408736904087	1	NCOA4,TSG101,PBRM1,WDR77,SMARCA4,TOP2A,HSPA6,SMARCE1,SMARCC2,SIN3A,KDM5A,POLR2A,HNRNPU,NR2F6,POLR2H,CUL4B,SMARCC1,FKBP4,DCAF6,HSPA4,SGTA,NCOA6,PTGES3,GPS1,HSP90AA1,SMARCD2,GTF2H3,STIP1,ARID2,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SMARCB1,SMARCD1,HDAC1,SORT1,PKM,SFN,CKS1B,NFKB1,ARID1A,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,POLR2E,NCOR1,VPRBP,NCL,COPS5,RAD23B,FOXO1,TRAF2,COPS4,NR2F2,POLR2C,RELA,IDE,NCOR2,SMARCD3,PRMT5,AKT1,CREB1,TGFB1I1,RNF139,DAXX,UBE2D2,HDAC2,TP53,PCK2,PRKDC,TOR1A	1.02449153505242	0.358636122444556	76	174
HYPUSINE BIOSYNTHESIS	HYPUSINE BIOSYNTHESIS	0.0220977902209779	0.0355037829550378	1	SLC2A1,GFPT1,GALT,HSPA5,LAMC1,ENO2,ATP6V1B2,MTHFD1,PRKAR1A,PFKM,GAPDH,PFKL,G6PD,SRRM2,TOP2A,PFKP,HSPA6,BAG3,PRPS2,EEF2,FGFR1,SLC2A3,TUBA4A,PYCRL,HSPH1,HSPA4,NIF3L1,GSK3A,HSP90AA1,CAD,RRM2,CCT8,PYGB,STIP1,ESD,ACACA,ACTB,PPID,PTPRF,ME2,TROVE2,TXN,HSP90AB1,CS,OLA1,RAP2A,CCT7,COPB1,CCT4,IDH3A,HSPA1B,NSF,MAPK1,DLAT,TCP1,CSNK1D,NOM1,HLA-C,COPA,RPL9,CSE1L,TUBA1A,PSMD6,UMPS,PABPC1,ALDH2	1.17795782948657	0.413270815012937	66	164
DIPHTHAMIDE BIOSYNTHESIS	DIPHTHAMIDE BIOSYNTHESIS	0.0010998900109989	0.00344251289156799	1	SLC2A1,SNRPB,PDIA4,GYS1,HSPA5,LAMC1,GOT1,PEPD,F3,MTHFD1,PRKAR1A,H2AFX,IMPDH2,RNH1,PFKL,G6PD,AKR1A1,TOP2A,HSPA6,SKI,DDX5,HARS,PRPS2,CTPS1,SRM,LMNB1,EEF2,UBTF,DPH6,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,PYGB,CDH1,SON,GLB1,ESD,DARS,ITGB5,CBR1,PTPRF,TROVE2,MIF,TXN,XRCC5,CKB,RAP2A,LSM1,CCT7,PKM,VCL,AKR1B1,NFKB1,IFNGR1,BRAF,EIF2S2,PLS3,HSPA1B,DLAT,POLR2E,TPR,TCP1,ATF1,PRKAR2A,STMN1,MYL12A,HLA-C,PSMB1,NCL,PLCG1,UMPS,PABPC1,LIG1	1.27086099344406	0.445219417265878	77	170
ALANINE BIOSYNTHESIS II	ALANINE BIOSYNTHESIS II	0.0001999800019998	0.0012048795120488	1	SLC2A1,SNRPB,APP,PDIA4,GYS1,HSPA5,LAMC1,GOT1,PEPD,F3,MTHFD1,PRKAR1A,H2AFX,IMPDH2,RNH1,PFDN2,PFKL,SKIV2L2,G6PD,AKR1A1,TOP2A,HSPA6,SKI,DDX5,HARS,PRPS2,CTPS1,EEF2,UBTF,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,MYH10,USP20,PYGB,CDH1,SON,GLB1,ESD,DARS,ITGB5,CBR1,PTPRF,TROVE2,MIF,TXN,XRCC5,CKB,BABAM1,RAP2A,PKM,HIST2H3A,VCL,AKR1B1,IFNGR1,BRAF,PLS3,HSPA1B,DLAT,ATP6V1D,TPR,TCP1,ATF1,PRKAR2A,STMN1,CSNK1D	1.32492150204411	0.465429619083787	70	159
ALANINE BIOSYNTHESIS III	ALANINE BIOSYNTHESIS III	0.0001999800019998	0.0012048795120488	1	RPTOR,SARS,SLC2A1,GFPT1,SNRPB,PDIA4,GYS1,HSPA5,LAMC1,GALE,PEPD,ATP6V1A,F3,MTHFD1,PRKAR1A,UBE2K,NDUFA4,IMPDH2,RNH1,GAPDH,CTSL,NAP1L1,G6PD,IPO9,AKR1A1,TOP2A,HSPA6,SKI,HARS,PRPS2,POLR2A,EEF2,FGFR1,EPRS,NAP1L4,SLC2A3,HSP90B1,ALAD,FYN,CAD,CCT8,CTU1,PYGB,CDH1,FECH,ESD,DARS,PTPRF,MOCS2,USP5,TROVE2,MIF,SDHB,TXN,XRCC5,CKB,RAP2A,PKM,SDHA,COPB1,CCT4,CCT3,RPN2,IDH3A,EIF2S2,PLS3,HSPA1B,NSF,DLAT,TPR,PRKAR2A,CSNK1D	1.32628965539284	0.463746826942598	72	181
CITRULLINE-NITRIC OXIDE CYCLE	CITRULLINE-NITRIC OXIDE CYCLE	0.0561943805619438	0.0810948845235237	1	HKDC1,HSPB1,SNRPB,LGALS3BP,ASS1,HSPA5,SLC3A2,COPRS,PFKM,HUWE1,ICAM1,GAPDH,SNRPD3,NAP1L1,CTNNB1,RPS18,HSPA6,FASN,HNRNPA1,PLEC,HSPH1,HSPA4,PTGES3,PSMD11,HSP90AA1,CCT5,CAD,ARRB2,DNM2,CCT8,STIP1,ARAF,HNRNPF,PCBP1,ACTB,ALDH3B1,YWHAZ,RCOR1,PSMB7,HSP90AB1,HIST1H4A,XRCC5,VAC14,ASPH,CCT7,YWHAQ,TNFAIP2,NFKB1,ATP2B4,FAT1,CCT4,YWHAG,PSMD7,NSFL1C,CCT3,DDX3X,KPNB1,PSMA2,STUB1,RPL5,PARP4,HDAC3,TCP1,DNAJC7,FBXO45,PPP6C,SLC7A5,USP4,PSMD6,RPS3,ZSWIM8,TUBB6,VCP,ARRB1,PSMA7,WASL,KRT18,HSD17B10,ARG2,PSMC3,DNM1,RELA,AKT1,PSMA3,RPL23,SQRDL,PSMA1,ASL,TCEB2,PSMA5,C1QBP,PRKDC,PSMD8,SLC7A1,SSBP1,SSR4,TIMM50,TBL1XR1,ADRM1,PSMD12,RPS3A,SIRT1,NOSIP,HSPD1	1.13186940503945	0.395591642087177	104	183
ARGININE BIOSYNTHESIS IV	ARGININE BIOSYNTHESIS IV	0.340565943405659	0.374778047309424	1	MAP1LC3A,APP,LAMP1,ASS1,GALT,HSPA5,ENO2,PFKM,HUWE1,GAPDH,PFDN2,APRT,MOV10,TOP2A,HSPA6,BAG3,OAT,RNF2,HSPH1,HSPA4,ALDH3A2,ALDOA,FBP1,PYGB,ATF2,ARAF,DLG1,ELAVL1,ACTB,YWHAZ,EGFR,HLA-B,CDK5,HSP90AB1,GNB1,MED4,FNTA,LSM1,YWHAQ,NFKB1,EIF6,SLC35F6,NSFL1C,CLK1,HMOX1,SEC62,HSPA1B,MAPK1,DLAT,MYL1,TOMM20,CSNK1D,ILK,FBXO6,FAF2,USP4,CSE1L,ATL1,LATS1,ALDH2,TRMT10C,TUBB,LAMP2,HSD17B10,GPI,XPO1,ARG2,MCM2,PSMC3,NUDT3,RPL36,FASTKD3,TOM1L1,TUBB4A,RCC1,ASL,ICT1,NOP2,RPL11,ATL3,CLPP,SOD2,RHOC	1.03435006378227	0.361976401222813	83	176
ASPARAGINE BIOSYNTHESIS I	ASPARAGINE BIOSYNTHESIS I	0.0002999700029997	0.00147536266781485	1	SLC2A1,SNRPB,PDIA4,GYS1,VCAM1,HSPA5,LAMC1,PEPD,F3,MTHFD1,PRKAG2,ASNS,PRKAR1A,PGD,TPI1,H2AFX,IMPDH2,RNH1,G6PD,EED,AKR1A1,TOP2A,HSPA6,SKI,HARS,PRPS2,CTPS1,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,HSPH1,HSPA4,EZR,ALAD,ALDOA,CCT8,ABCE1,PYGB,CDH1,GLB1,ESD,PWP1,DARS,EGFR,STT3A,CBR1,PTPRF,INO80,TROVE2,MIF,TXN,HSP90AB1,XRCC5,CKB,RAP2A,LSM1,PKM,AKR1B1,CCT4,CTPS2,IFNGR1,BRAF,PLS3,HSPA1B,DLAT,TPR,PRKAR2A,STMN1,CSNK1D	1.31370125446114	0.46077749521604	71	165
