Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
FATTY ACID ACTIVATION	FATTY ACID ACTIVATION	0.000604320894394924	0.00113315779574948	-1	PGRMC2,APP,PDIA4,RRAGA,GALT,HSPA5,ENO2,CALCOCO2,ATP6V1A,ATP6V1B2,PAICS,PFKM,TUBB3,NDUFA4,NDRG1,TUBB4B,GAPDH,PFKL,GART,GMPPB,HSPA6,CTPS1,SPG20,EEF2,HSPH1,HSPA4,IPO7,HSP90AA1,CAD,PYGB,DARS,YWHAZ,EGFR,HSP90AB1,YWHAQ,NT5C2,HECW2,EIF2S2,PLS3,HSPA1B,CSNK1D,CSE1L,PFDN4,COPS5,TUBB6,TUBB,WASL,GPI,SLC27A1,XPO1,MCM2,PSMC3,TUBGCP3,CLUH,PPP3CB,RABAC1	-1.64319679171934	-0.382642090397154	56	161
4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	0.777727952167414	0.804431057821231	-1	NCOA4,TSG101,WDR77,HSPA6,CUL4B,FKBP4,HSPA4,SGTA,NCOA6,PTGES3,HSP90AA1,STIP1,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SORT1,PKM,SFN,CKS1B,NFKB1,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,COPS5,RAD23B,FOXO1,TRAF2,COPS4,RELA,IDE,NCOR2,PRMT5,AKT1,UBE2D2,PCK2,ECD,COPS3,COPS6,CUL2,RAD9A,RAD23A,HSPA2,NFKB2,GFER,NCOA3,PRKACA,TYR,PRKACB,PPP5C,TLE1,AARSD1,UBE2L3,HSPA9,RB1CC1,RAF1,STAT3	-0.876996110084154	-0.201867731663594	61	176
4-HYDROXYBENZOATE BIOSYNTHESIS	4-HYDROXYBENZOATE BIOSYNTHESIS	0.792402034101107	0.816106368454559	-1	NCOA4,TSG101,WDR77,HSPA6,CUL4B,FKBP4,HSPA4,SGTA,NCOA6,PTGES3,HSP90AA1,STIP1,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SORT1,PKM,SFN,CKS1B,NFKB1,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,COPS5,RAD23B,FOXO1,TRAF2,COPS4,RELA,IDE,NCOR2,PRMT5,AKT1,UBE2D2,PCK2,ECD,COPS3,COPS6,CUL2,RAD9A,RAD23A,HSPA2,NFKB2,GFER,NCOA3,PRKACA,TYR,PRKACB,PPP5C,TLE1,AARSD1,UBE2L3,HSPA9,RB1CC1,RAF1,STAT3	-0.871444027623446	-0.200415526001545	61	178
HYPUSINE BIOSYNTHESIS	HYPUSINE BIOSYNTHESIS	0.000150375939849624	0.000620310670115697	-1	SLC2A1,GFPT1,GALT,HSPA5,ENO2,LAMC1,ATP6V1B2,MTHFD1,PRKAR1A,PFKM,GAPDH,PFKL,G6PD,SRRM2,PFKP,HSPA6,BAG3,PRPS2,EEF2,FGFR1,SLC2A3,TUBA4A,PYCRL,HSPH1,HSPA4,NIF3L1,GSK3A,HSP90AA1,CAD,RRM2,CCT8,PYGB,STIP1,ESD,ACTB,ACACA,PPID,PTPRF,TROVE2,TXN,HSP90AB1,OLA1,CCT7,COPB1,CCT4,HSPA1B,MAPK1,TCP1,CSNK1D,NOM1,COPA,CSE1L,TUBA1A,PSMD6,UMPS,VCP,MAT2A,XPO1,TCEA1,IDE,ARPC2,ASL,ACTR2,TOP1,COPG1,COPB2,BCR,MAPT,HSPA2,PSMC4,PGAM1,GFPT2,CCT2,CDK4,DNAJB1,CDK17,EIF3G,ACTG1,GSK3B,PSMD2,HSPA9,PSMC6,BYSL,DOHH,IGF2R,HSD17B7,DDX6,COPG2,KPNA1,ARF1	-2.01065871611096	-0.466251844805209	90	165
DIPHTHAMIDE BIOSYNTHESIS	DIPHTHAMIDE BIOSYNTHESIS	0.000448833034111311	0.000963845784674452	-1	SLC2A1,PDIA4,GYS1,HSPA5,LAMC1,GOT1,PEPD,MTHFD1,F3,PRKAR1A,IMPDH2,RNH1,PFKL,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,SRM,EEF2,DPH6,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,PYGB,ESD,DARS,PTPRF,CBR1,TROVE2,MIF,TXN,CKB,LSM1,CCT7,PKM,VCL,AKR1B1,NFKB1,IFNGR1,BRAF,EIF2S2,PLS3,HSPA1B,TCP1,STMN1,MYL12A,PSMB1,PLCG1,UMPS,ARF4,NQO2,PSMC3,IDE,PPP3CB	-1.68520569302515	-0.389206879428704	60	170
ALANINE BIOSYNTHESIS II	ALANINE BIOSYNTHESIS II	0.000301704631166088	0.000901199043457613	-1	SLC2A1,APP,PDIA4,GYS1,HSPA5,LAMC1,GOT1,PEPD,MTHFD1,F3,PRKAR1A,IMPDH2,RNH1,PFDN2,PFKL,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,MYH10,PYGB,ESD,DARS,PTPRF,CBR1,TROVE2,MIF,TXN,CKB,BABAM1,PKM,VCL,AKR1B1,IFNGR1,BRAF,PLS3,HSPA1B,ATP6V1D,TCP1,STMN1,CSNK1D,MYH9,UMPS,ARF4,NQO2,XPO1,PSMC3,IDE,PPP3CB,TTC27,TOP1,DSP,PFDN6,APEH,CD44,TCF4,BCR,COX7A2,CD46,UCHL3,HIVEP1,MAPT,HSPA2,CAPN1,PGAM1,COX6B1,HLA-DRB1,CDK4	-1.71564366937694	-0.399094429288745	78	162
ALANINE BIOSYNTHESIS III	ALANINE BIOSYNTHESIS III	0.000149120190873844	0.000620310670115697	-1	RPTOR,SARS,SLC2A1,GFPT1,PDIA4,GYS1,HSPA5,LAMC1,GALE,PEPD,ATP6V1A,MTHFD1,F3,PRKAR1A,UBE2K,NDUFA4,IMPDH2,RNH1,GAPDH,CTSL,NAP1L1,G6PD,IPO9,AKR1A1,HSPA6,HARS,PRPS2,EEF2,FGFR1,EPRS,NAP1L4,SLC2A3,HSP90B1,ALAD,FYN,CAD,CCT8,CTU1,PYGB,ESD,DARS,PTPRF,MOCS2,USP5,TROVE2,MIF,TXN,CKB,PKM,COPB1,CCT4,CCT3,EIF2S2,PLS3,HSPA1B	-1.92775801798234	-0.442106863557221	55	182
CITRULLINE-NITRIC OXIDE CYCLE	CITRULLINE-NITRIC OXIDE CYCLE	0.000593471810089021	0.00113315779574948	-1	FUM,HSPB1,LGALS3BP,ASS1,HSPA5,SLC3A2,COPRS,PFKM,HUWE1,GAPDH,NAP1L1,HSPA6,FASN,PLEC,HSPH1,HSPA4,PTGES3,PSMD11,CCT5,HSP90AA1,CAD,ARRB2,DNM2,CCT8,STIP1,ARAF,PCBP1,ACTB,ALDH3B1,YWHAZ,PSMB7,HSP90AB1,VAC14,CCT7,YWHAQ,NFKB1,ATP2B4,FAT1,CCT4,YWHAG,PSMD7,NSFL1C,CCT3,DDX3X,KPNB1,PSMA2,STUB1,PARP4,TCP1,DNAJC7,PPP6C,SLC7A5,USP4,PSMD6,ZSWIM8,TUBB6,VCP,ARRB1,PSMA7,WASL,KRT18,PSMC3,DNM1,RELA,AKT1,PSMA1,ASL,TCEB2,PSMA5	-1.6393862952389	-0.374523942115423	69	187
ARGININE BIOSYNTHESIS IV	ARGININE BIOSYNTHESIS IV	0.00342976439009842	0.00504008059764463	-1	MAP1LC3A,FUM,APP,LAMP1,ASS1,GALT,HSPA5,ENO2,PFKM,HUWE1,GAPDH,PFDN2,APRT,HSPA6,BAG3,HSPH1,HSPA4,ALDOA,FBP1,PYGB,ATF2,ARAF,ACTB,YWHAZ,EGFR,HLA-B,CDK5,HSP90AB1,FNTA,LSM1,YWHAQ,NFKB1,EIF6,SLC35F6,NSFL1C,CLK1,HSPA1B,MAPK1,MYL1,CSNK1D,ILK,FBXO6,USP4,CSE1L,LATS1,TUBB,LAMP2,GPI,XPO1,L-ORNITHINE,MCM2,PSMC3,NUDT3,TOM1L1,TUBB4A,ASL	-1.49098833842407	-0.341939274406949	56	182
ASPARAGINE BIOSYNTHESIS I	ASPARAGINE BIOSYNTHESIS I	0.00015001500150015	0.000620310670115697	-1	SLC2A1,PDIA4,GYS1,HSPA5,LAMC1,PEPD,MTHFD1,F3,PRKAG2,ASNS,PRKAR1A,PGD,TPI1,IMPDH2,RNH1,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,HSPH1,HSPA4,EZR,ALAD,ALDOA,CCT8,ABCE1,PYGB,ESD,DARS,EGFR,PTPRF,CBR1,TROVE2,MIF,TXN,HSP90AB1,CKB,LSM1,PKM,AKR1B1,CCT4,CTPS2,IFNGR1,BRAF,PLS3,HSPA1B,STMN1,CSNK1D,CSE1L,PFDN4,UMPS,COPS5,DCUN1D1,NQO2,XPO1,PSMC3,IDE,PPP3CB	-1.82874215807735	-0.422956609387663	65	168
