Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ALANINE BIOSYNTHESIS III	ALANINE BIOSYNTHESIS III	9.99900009999e-05	0.00080325300803253	1	RPTOR,SARS,SLC2A1,GFPT1,SNRPB,PDIA4,GYS1,HSPA5,LAMC1,GALE,PEPD,ATP6V1A,F3,MTHFD1,PRKAR1A,UBE2K,NDUFA4,IMPDH2,RNH1,GAPDH,CTSL,NAP1L1,G6PD,IPO9,AKR1A1,TOP2A,HSPA6,SKI,HARS,PRPS2,POLR2A,EEF2,FGFR1,EPRS,NAP1L4,SLC2A3,HSP90B1,ALAD,FYN,CAD,CCT8,CTU1,PYGB,CDH1,FECH,ESD,DARS,PTPRF,MOCS2,USP5,TROVE2,MIF,SDHB,TXN,XRCC5,CKB,RAP2A,PKM,SDHA,COPB1,CCT4,CCT3,RPN2,IDH3A,EIF2S2,PLS3,HSPA1B,NSF,DLAT,TPR,PRKAR2A,CSNK1D	1.32379286182542	0.463746826942599	72	181
GLUTAMATE DEGRADATION II	GLUTAMATE DEGRADATION II	9.99900009999e-05	0.00080325300803253	1	SARS,SLC2A1,AARS,GARS,TARS,HSPA5,ATIC,LAMC1,ENO2,ATP6V1B2,NARS,PRKAR1A,ATP6V1C1,PGD,PFKM,C11ORF68,ATP6V1E1,GAPDH,PFKL,FKBP1A,LARS,NEDD4L,ACSS2,PFKP,HSPA6,UGP2,SHMT1,IARS,CTPS1,PPA1,UBA1,AHCY,EEF2,ISYNA1,OAT,SLC2A3,HSPH1,NUTF2,HSPA4,EPB41,DSTN,NPEPPS,ALDOA,HSP90AA1,RRM2,PYGB,EIF4A1,ESD,TNIK,ACTB,ACAT2,HLA-B,PACSIN3,PTPRF,PRDX2,EIF4A2,TROVE2,HMGCS1,TXN,HSP90AB1,CS,HIST1H4A,OLA1,RAP2A	1.46235424368636	0.514476794021428	64	163
ASPARTATE BIOSYNTHESIS	ASPARTATE BIOSYNTHESIS	9.99900009999e-05	0.00080325300803253	1	SARS,SLC2A1,AARS,GARS,TARS,HSPA5,ATIC,LAMC1,ENO2,ATP6V1B2,NARS,PRKAR1A,ATP6V1C1,PGD,PFKM,C11ORF68,ATP6V1E1,GAPDH,PFKL,FKBP1A,LARS,NEDD4L,ACSS2,PFKP,HSPA6,UGP2,SHMT1,IARS,CTPS1,PPA1,UBA1,AHCY,EEF2,ISYNA1,OAT,SLC2A3,HSPH1,NUTF2,HSPA4,EPB41,DSTN,NPEPPS,ALDOA,HSP90AA1,RRM2,PYGB,EIF4A1,ESD,TNIK,ACTB,ACAT2,HLA-B,PACSIN3,PTPRF,PRDX2,EIF4A2,TROVE2,HMGCS1,TXN,HSP90AB1,CS,HIST1H4A,OLA1,RAP2A	1.46235424368636	0.514476794021428	64	163
PROLINE BIOSYNTHESIS I	PROLINE BIOSYNTHESIS I	9.99900009999e-05	0.00080325300803253	1	SDCBP,GFPT1,APP,XPOT,VCAM1,GALT,HSPA5,ENO2,ATP6V1B2,PFKM,ATOX1,TUBB3,TUBB4B,GAPDH,SUZ12,PFKL,NUDT5,GART,NAP1L1,EED,NUDT21,PFKP,HSPA6,AHNAK2,BAG3,CTPS1,ARMC6,AHCY,EEF2,NAP1L4,TUBA4A,PYCRL,RNF2,PARK7,HSPH1,HSPA4,HNRNPD,EIF2B2,IPO7,HNRNPH2,HSP90AA1,CAD,RRM2,EIF2B5,CCT8,STIP1,ACTB,PPID,EGFR,PRDX2,ME2,MDC1,HSP90AB1,CS,BABAM1,CCT7,MMS19,COPB1,CCT4,YWHAG,DDX55,KPNB1,CTPS2,IDH3A,TP53BP1,EIF2S2,HSPA1B,NSF,MAPK1,ATP6V1D,WRAP73,TCP1,CSNK1D,RC3H1	1.34352016152164	0.470961412061049	74	178
THIOREDOXIN PATHWAY	THIOREDOXIN PATHWAY	9.99900009999e-05	0.00080325300803253	1	SLC2A1,SNRPB,PDIA4,GYS1,HSPA5,LAMC1,ENO2,PEPD,F3,MTHFD1,PRKAR1A,HERC5,PGD,H2AFX,PDIA6,TXNRD1,IMPDH2,RNH1,G6PD,GSTO1,AKR1A1,TOP2A,HSPA6,SKI,HARS,PRPS2,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,NUTF2,EZR,ALAD,TXNDC17,NCOA6,ISG15,ENO1,PUF60,PYGB,CDH1,ELAVL1,GLB1,ESD,PCBP1,DARS,CBR1,PTPRF,CALR,HINT1,TROVE2,MIF,TXN,XRCC5,CKB,RAP2A,PKM,MSN,AKR1B1,IFNGR1,BRAF,PLS3,HMOX1,HSPA1B,DLAT,TPR,NCOR1,PRKAR2A,STMN1,RP2,TKT,APEX1,HLA-C	1.33250873722693	0.469089337736835	73	160
THIAMIN SALVAGE III	THIAMIN SALVAGE III	9.99900009999e-05	0.00080325300803253	1	NDFIP2,HNRNPA2B1,SNRPB,SNRPE,NDFIP1,TSG101,HERC5,UBE2K,SNRNP70,RBMX,SNRPF,VPS4B,SNRPD3,NEDD4L,SRSF9,SRRM2,U2SURP,VPS28,HSPA6,DDX5,WBP2,SNRPG,POLR2A,SNRNP200,HNRNPU,POLR2H,TGFBR2,HNRNPA1,SNRPD2,CD2BP2,NCBP2,EFTUD2,PRPF6,SRRT,NCBP1,VTA1,HNRNPD,ISG15,SF3B3,HNRNPH2,CHMP4A,HNRNPM,HNRNPC,PUF60,SNRNP40,CHMP2B,DDX46,ELAVL1,ALYREF,AQR,HGS,SF3B6,HNRNPF,PCBP1,HNRNPUL1,HNRNPA3,USP39,CWC22,OS9,TSC22D3,DHX15,HNRNPH1,SRSF3,UBE2G2,RBM22,PRPF40A,PHF5A,SF3A3,SRSF1,DDX42,HSPA1B,PPIL1,SF3A1,POLR2E,CDC5L,RNF19A,VPS37C,FBXO6,HNRNPK,CCAR1,CHMP3,CRNKL1,SUGP1,LUC7L3,SNRPB2,PRPF38A,FBXO7,SRSF2,SRRM1,SRSF7,SEL1L,CWC15,VCP,WBP11,LSM3,VPS4A,PARP2,SRSF6,CHERP,RBM5,POLR2C,DHX9,RBM17,FBXO21,CHMP2A,SART1,PRPF19,SMNDC1,SF3A2,RNPS1,UBE2E2,PRPF8,SNRPN,UBE2D2,BUD31,RCC1	1.2899244844957	0.450515994090983	116	196
PYRIDOXAL 5'-PHOSPHATE SALVAGE PATHWAY	PYRIDOXAL 5'-PHOSPHATE SALVAGE PATHWAY	9.99900009999e-05	0.00080325300803253	1	MAP1LC3A,SLC2A1,GFPT1,SNRPB,APP,PDIA4,GYS1,HSPA5,LAMC1,PEPD,F3,MTHFD1,PRKAR1A,H2AFX,TUBB3,IMPDH2,ATP6V1E1,TUBB4B,RNH1,PDXK,G6PD,MOV10,AKR1A1,TOP2A,HSPA6,SKI,PGM1,HARS,PRPS2,ARL6IP6,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,HSPH1,HSPA4,EZR,ALAD,PYGB,CDH1,ELAVL1,GLB1,ESD,DARS,ACTB,YWHAZ,CAND1,CBR1,PTPRF,TROVE2,MIF,TXN,HSP90AB1,XRCC5,CKB,MYO1C,RAP2A,PKM,AKR1B1,YWHAQ,UBE2G2,PPIA,IFNGR1,BRAF,PLS3,HSPA1B,DLAT,TPR,PRKAR2A,CSNK1D,PNPO,HLA-C	1.33663047397001	0.470052931320618	73	165
LEUKOTRIENE BIOSYNTHESIS	LEUKOTRIENE BIOSYNTHESIS	9.99900009999e-05	0.00080325300803253	1	SLC2A1,SNRPB,PDIA4,GYS1,HSPA5,LAMC1,PEPD,F3,MTHFD1,PRKAR1A,PFKM,IMPDH2,RNH1,NAMPT,PFKL,NEDD4L,G6PD,COTL1,GGT1,AKR1A1,GMPPB,TOP2A,PFKP,HSPA6,SKI,CENPC,HARS,PRPS2,CHD4,EEF2,FGFR1,GSPT1,FUT11,SLC2A3,HSP90B1,HSPH1,HSPA4,EZR,ALAD,SPRY2,SLC39A10,NPEPPS,HSP90AA1,PYGB,CDH1,ELAVL1,ESD,DARS,HLA-B,PTPRF,ME2,TROVE2,OS9,MIF,ARPC3,TXN,HSP90AB1,XRCC5,LTA4H,CKB,RAP2A,PKM,AKR1B1,CHST12,PPIA,PRPF40A,IFNGR1,BRAF,PLS3,HSPA1B,DLAT,ZNF318,TPR,PRKAR2A,KPNA3,HLA-C,ARHGAP17,ITGAV,CSE1L,UBA5	1.4082056445533	0.495057017861566	80	166
SPHINGOMYELIN METABOLISM	SPHINGOMYELIN METABOLISM	9.99900009999e-05	0.00080325300803253	1	SLC2A1,SNRPB,PDIA4,GYS1,HSPA5,BCL7C,LAMC1,PEPD,F3,MTHFD1,PRKAR1A,TMPO,IMPDH2,RNH1,PFDN2,G6PD,EED,MOV10,AKR1A1,TOP2A,HSPA6,SKI,HARS,PRPS2,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,HSPH1,HSPA4,ALDH3A2,EZR,ALAD,DNM1L,PYGB,MTHFR,FNTB,NGFR,CDH1,ELAVL1,ESD,DARS,CENPO,PTPRF,TROVE2,OS9,MIF,SMPD4,TXN,TCTN3,XRCC5,PLEKHM1,CKB,RAP2A,PKM,AKR1B1,CASP7,UBE2G2,KPNB1,AKAP5,IFNGR1,BRAF,PLS3,HSPA1B,DLAT,TPR,PRKAR2A,HLA-C,SMPD1	1.36879130908663	0.482677446169307	70	153
BILE ACID BIOSYNTHESIS, NEUTRAL PATHWAY	BILE ACID BIOSYNTHESIS, NEUTRAL PATHWAY	9.99900009999e-05	0.00080325300803253	1	AARS,GARS,CTH,PDIA4,HSPA5,ATIC,WDR76,ENO2,ATP6V1B2,MTHFD1,NARS,PGD,PFKM,GAPDH,PFKL,ACSS2,BCAT1,AKR1A1,PFKP,HSPA6,PGM1,UGP2,IARS,SNRNP200,PPA1,KCNQ5,UBA1,AHCY,EEF2,ISYNA1,PDIA3,PRPF6,HSPH1,HSPA4,HNRNPD,EPB41,NPEPPS,HSP90AA1,KCNQ4,TRIP13,CCT8,PYGB,EIF4A1,ELAVL1,DARS,ACAT2,EIF4A2,ADK,TROVE2,HSP90AB1,CS,PITPNA,OLA1,PIN4,RAP2A,AKR1B1,AKR1D1,AKR7A2,IDH3A,PLS3,AKR1C3,HSPA1B	1.40663535560528	0.49766350487162	62	142
