Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ANDROGEN BIOSYNTHESIS	ANDROGEN BIOSYNTHESIS	0.155604571886906	0.996	1	TOP2B,HIST1H4A,CTNNA1,TOP2A,RPL30,ERBB2,TAX1BP1,DSTN,IGF1R,SEC61A1	1.18519173209023	0.506242163654761	10	23
SALVAGE PATHWAYS OF PYRIMIDINE DEOXYRIBONUCLEOTIDES	SALVAGE PATHWAYS OF PYRIMIDINE DEOXYRIBONUCLEOTIDES	0.223478783026421	0.996	1	ARFGAP1,MKI67,TSC2,COL4A2,KMT2B,TYK2,EZH2,PTPRK	1.13236366710683	0.476260775861357	8	27
SERINE BIOSYNTHESIS	SERINE BIOSYNTHESIS	0.241675832416758	0.996	1	C11ORF68,CHMP2B,MDC1,TRAF3IP1,CSNK1D,SUZ12,EZH2,CIRBP,XPO1,TARDBP,OBSL1,GTSE1,SGTA,CDC5L,MPRIP,TTN,CCDC8,MAPK14,HSP90AA1,RAB7A,SNW1,RIC8A,RPS28,PSMD2,TNFRSF14,EPN1,MYC,SUMO1,BAG3,MCM2,MOB1A	1.09715153804551	0.440654721706793	31	50
2-OXOGLUTARATE DECARBOXYLATION TO SUCCINYL-COA	2-OXOGLUTARATE DECARBOXYLATION TO SUCCINYL-COA	0.256374362563744	0.996	1	PRKAA2,PSMD11,HIST1H4A,GYS1,SMC4,ALDOA,ETV6,CCDC86,DDX55,RPL30,CSNK1D,RBM34,ATF2,PPAN,EPC2,EZH2,PAK4,NOC2L,XPO1,SCFD1,LEO1,UTP18,NIFK,NOP2,LIG1,BCKDHA,MDN1,PPP1R7,CSNK1E	1.07032364329093	0.415760387894433	29	90
PHENYLALANINE DEGRADATION I (AEROBIC)	PHENYLALANINE DEGRADATION I (AEROBIC)	0.259377813344003	0.996	1	ZFP36L1,WWC1,ACIN1,PML,DENND4A,NCL,TIMELESS	1.10428528903176	0.458548385839533	7	32
URATE BIOSYNTHESIS/INOSINE 5'-PHOSPHATE DEGRADATION	URATE BIOSYNTHESIS/INOSINE 5'-PHOSPHATE DEGRADATION	0.284971502849715	0.996	1	CENPE,PRKAA2,PSMD11,LMNA,HIST1H4A,NES,MYO1C,LGALS3BP,CSNK1D,RBM34,VANGL1,RPTOR,ATF2,PPAN,ISCU,SEC16A,NOC2L,XPO1	1.06393695679245	0.415186981696631	18	82
ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	ACETYL-COA BIOSYNTHESIS III (FROM CITRATE)	0.317957000100939	0.996	1	SNTB1,CSNK1D,ACLY,OBSL1,NUP107,UBR4,TERF1,CCDC8	1.09726344493966	0.487972047710859	8	16
SUCROSE DEGRADATION V (MAMMALIAN)	SUCROSE DEGRADATION V (MAMMALIAN)	0.353364663533647	0.996	1	VIM,NCAPH,CHAF1B,HIST1H4A,MYO1C,CTNNA1,ALDOA,COL5A1,PTS,CSNK1D,SUZ12,ATF2,SNX9,EZH2,XPO1,TARDBP,OBSL1	1.04399453226328	0.410736542290877	17	70
CITRULLINE BIOSYNTHESIS	CITRULLINE BIOSYNTHESIS	0.358864113588641	0.996	1	PRKAA2,TOP2B,PSMD11,MRE11A,PWP1,POLR2A,HIST1H4A,GYS1,SMC4,TOP2A,ACOX2,CSNK1D,RBM34,SUZ12,RBMX2,ATF2,SLC35F6,EZH2,XPO1,ARPC3,NOP2,PAK1,MDN1,CSNK1E,GARS,DSTN,UTP3,OTUD4,EEF2,RRAS2,CCDC8,NEDD4L,PRKAR2A,ACAT1,HSP90AA1,TOMM20,ERCC5	1.03999635161269	0.403763191386518	37	91
GLYCOLYSIS I	GLYCOLYSIS I	0.366363363663634	0.996	1	DVL1,LMNB2,VIM,NCAPH,C11ORF68,PNPLA6,PCM1,PARD3,WNK1,LMNB1,PRKAA2,TXLNG,OTUD5,TOP2B,PSMD11,ZBTB44,FLNA,MRE11A,FLNC,LMNA,PWP1,CHAF1B,MDC1,POLR2A,HIST1H4A,OSBPL3,SMC1A,PARD6A,MYO1C,GYS1,SMC4,CTNNA1,KDM2A,PRKCZ,ALDOA,TOP2A,CDC42SE1,ZFP36,DDX55,COL5A1,PRKAG2,CENPA,TP53BP1,LMO7,ACOX2,PTS,TRAF3IP1,CSNK1D,ERBB2,RBM34,PML,SUZ12,RPTOR,ATF2,PAK6,SNX9,PPAN,ISCU,NUMA1,TTC4,EPC2,MAP4,EIF4EBP1,PSEN1,EZH2,EIF3B,NOC2L,XPO1,DYNC1H1,PTK2,EXOC2,NAGK,WAC,SCFD1,TARDBP,LEO1,OBSL1,CASZ1,MYO18A,UTP18,SQSTM1,ATN1,NIFK,ARPC3,HDAC2,NOP2,UFL1,WIPI2,BCKDHA,PAK1,MDN1,PPP1R7,CSNK1E,MPHOSPH8,GARS,NUP107,TRA2A,CDC5L,PIK3C2A,NUP35,SDCCAG3,DSTN,CHD3,UTP3,MPDZ,NUSAP1,TERF1,SEC61A1,UTP14A,EEF2,TTN,RAPGEF6,CCDC8,YBX1,NFIC,AP3D1,HIF1A,SRSF7,AMFR,MEF2D,CPSF7,NEDD4L,MAPK14,PRKAR2A,CPSF4,ACAT1,HSP90AA1,TMEM55A,EEF1D,RPS3A,CAMKK2,KIF23,RAB7A,USP7,DCP1A,SNW1,CHAF1A,FAT4,TRIP12,ACD,HNRNPA1,PSMD2,CLK1,PGRMC2,SNRNP200,RPS6KA3,ABL2,UBE2V1,RRN3,MET,MAP3K7,TUBA1A,MYC,PPP2R5E,SENP3,MNAT1,XRN2,POGZ,PRKD3,HNRNPAB,STK10,RAF1,HSD17B7,CDC23,ATP13A1,NBR1,SUMO1,ADD1,FAM122A,H2AFX,MAP2K2,NUP93,BAG3,MCM2,DPM1,VCP,MOB1A,ELMSAN1	1.02118312814568	0.379190862928608	178	333
TETRAPYRROLE BIOSYNTHESIS II	TETRAPYRROLE BIOSYNTHESIS II	0.374583627737963	0.996	1	USP20,DDX55,CSNK1D,XPO1,WIPF1	1.06475804055712	0.473516331709959	5	16
SPHINGOMYELIN METABOLISM	SPHINGOMYELIN METABOLISM	0.442826812253564	0.996	1	BCL7C,PLEKHM1,TMPO,NUP98,NUP107,RIF1	1.03100957896333	0.461886668480398	6	15
GLUCONEOGENESIS I	GLUCONEOGENESIS I	0.461853814618538	0.996	1	VIM,NCAPH,C11ORF68,WNK1,PRKAA2,TXLNG,TOP2B,PSMD11,ZBTB44,FLNA,MRE11A,FLNC,LMNA,PWP1,CHAF1B,MDC1,POLR2A,HIST1H4A,OSBPL3,SMC1A,MYO1C,GYS1,SMC4,CTNNA1,KDM2A,ALDOA,TOP2A,CDC42SE1,ZFP36,DDX55,COL5A1,PRKAG2,CENPA,TP53BP1,RPL30,ACOX2,TRAF3IP1,CSNK1D,ERBB2,RBM34,SUZ12,RPTOR,ATF2,SNX9,NUMA1,TTC4,EPC2,MAP4,EIF4EBP1,PSEN1,EZH2,EIF3B,NOC2L,XPO1,DYNC1H1,PTK2,EXOC2,SCFD1,OBSL1,MYO18A,UTP18,SQSTM1,NIFK,ARPC3,HDAC2,WASL,NOP2,BCKDHA,PAK1,MDN1,PPP1R7,CSNK1E,MPHOSPH8,GARS,NUP107,TRA2A,PIK3C2A,DSTN,CHD3,UTP3,MPDZ,NUSAP1,TERF1,UTP14A,EEF2,TTN,RAPGEF6,CCDC8,YBX1,AP3D1,HIF1A,SRSF7,AMFR,CPSF7,NEDD4L,MAPK14,PRKAR2A,CPSF4,ACAT1,HSP90AA1,TMEM55A,EEF1D,RPS3A,KIF23,RAB7A,USP7,CHAF1A,FAT4,ACD,HNRNPA1,PSMD2,CLK1,PGRMC2,SNRNP200,UBE2V1,RRN3,MAP3K7,TUBA1A,MYC,PPP2R5E,MNAT1,XRN2,POGZ	1.0066201197599	0.376014970430563	123	261
GLUTATHIONE-MEDIATED DETOXIFICATION I	GLUTATHIONE-MEDIATED DETOXIFICATION I	0.475852414758524	0.996	1	VIM,NCAPH,ARFGAP1,LMNB1,TMCO1,HIST1H4A,SCAF1,ERBB2,ATF2,PSEN1,RMDN3,EPS8L2,EPS8,IGF2BP2,UFL1,OGFR,RBMX,RIF1,ARL6IP6,MAP3K1,NUSAP1,DCAF8,ZBTB21,EPPK1,MAPK14,DDX5,SSX2IP,HNRNPA1,AMOTL2,RPS6KA3,MYC,SUMO1,NUP93,ATP2B2,BAG3,MCM2,PCBP1,VCP,RPRD1A	1.00793290972794	0.397945163872585	39	65
4-HYDROXY-2-NONENAL DETOXIFICATION	4-HYDROXY-2-NONENAL DETOXIFICATION	0.475852414758524	0.996	1	VIM,NCAPH,ARFGAP1,LMNB1,TMCO1,HIST1H4A,SCAF1,ERBB2,ATF2,PSEN1,RMDN3,EPS8L2,EPS8,IGF2BP2,UFL1,OGFR,RBMX,RIF1,ARL6IP6,MAP3K1,NUSAP1,DCAF8,ZBTB21,EPPK1,MAPK14,DDX5,SSX2IP,HNRNPA1,AMOTL2,RPS6KA3,MYC,SUMO1,NUP93,ATP2B2,BAG3,MCM2,PCBP1,VCP,RPRD1A	1.00793290972794	0.397945163872585	39	65
CITRULLINE DEGRADATION	CITRULLINE DEGRADATION	0.476752324767523	0.996	1	PRKAA2,TOP2B,MRE11A,PWP1,HIST1H4A,GYS1,SMC4,TOP2A,ACOX2,RBM34,ARPC3,NOP2,PAK1,DSTN,EEF2,NEDD4L,ACAT1,HSP90AA1,TOMM20,ERCC5	1.00707808853867	0.404478050163029	20	50
SALVAGE PATHWAYS OF PYRIMIDINE RIBONUCLEOTIDES	SALVAGE PATHWAYS OF PYRIMIDINE RIBONUCLEOTIDES	0.480551944805519	0.996	1	VIM,C11ORF68,PCM1,SVIL,PRKAA2,PRKAA1,HIST1H4A,ALDOA,LGALS3BP,RPL30,ATF2,VCL,CLCN7,ACLY,XPO1,DYNC1H1,TWF2,WIPF1,DHX16,CDC42EP2,PPP1R7,CSNK1E,SGTA,DSTN,FOSL1,MAP4K4,TERF1,EEF2,CCDC8,KPNA4,EPPK1,MAPK14,HSP90AA1,EEF1D,RPS3A,UCKL1,SSX2IP,TRIP12,CDK5RAP2,AMOTL2,STMN1,UBE2V1,TUBA1A,MYC,SDCBP,RTN4	1.00525585204124	0.389825113278252	46	93
PROLINE BIOSYNTHESIS II (FROM ARGININE)	PROLINE BIOSYNTHESIS II (FROM ARGININE)	0.482551744825517	0.996	1	PRKAA2,TOP2B,PSMD11,MRE11A,PWP1,MDC1,POLR2A,HIST1H4A,GYS1,SMC4,TOP2A,DDX55,TP53BP1,ACOX2,CSNK1D,RBM34,SUZ12,RBMX2,ATF2,CIC,SLC35F6,XPO1,MYO18A,NUP98,ARPC3,NOP2,PAK1,MDN1,CSNK1E,GARS,DSTN,UTP3,OTUD4,EEF2,RRAS2,NEDD4L,PRKAR2A,ACAT1,HSP90AA1,TOMM20,ERCC5	1.00604692960154	0.387969252025115	41	104
ASPARAGINE BIOSYNTHESIS I	ASPARAGINE BIOSYNTHESIS I	0.490401045331189	0.996	1	PWP1,ALDOA,PRKAG2,CSNK1D,XPO1,CSNK1E,STT3B	1.00335561393293	0.435002984311945	7	20
