Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
BILE ACID BIOSYNTHESIS	BILE ACID BIOSYNTHESIS	0.0158090826704259	0.9977	1	PRKAA2,POLR2A,HIST1H4A,MYO1C,SUZ12,EZH2,SQSTM1,HDAC2,PAK1,NUP107	1.43206788629439	0.632637125919064	10	17
ANDROGEN AND ESTROGEN BIOSYNTHESIS AND METABOLISM	ANDROGEN AND ESTROGEN BIOSYNTHESIS AND METABOLISM	0.0662821291236592	0.9977	1	PRKAA2,PRKAA1,PRKAG2,EPS8L2,EPS8,SQSTM1,SRXN1,PRKAB2	1.31437659473647	0.589810943459167	8	15
GLYCEROPHOSPHOLIPID METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	0.0836254381572359	0.9977	1	PNPLA6,CTNND1,ALDOA,FURIN,LRPAP1,PNPLA2,PCYT2	1.25235692868272	0.534957653710257	7	23
VITAMIN K METABOLISM	VITAMIN K METABOLISM	0.0953904609539046	0.9977	1	USP24,TP53BP2,PRKAA2,PRKAA1,MRE11A,KAT8,RFFL,PRKAG2,TP53BP1,BRIP1,CSNK1D,PML,NCL,ATF2,NOC2L,PTK2,OBSL1,PIAS1,PRKAB2,HDAC2,GTSE1,PRKDC,ATRIP,CCDC8,YBX1,HIF1A,PPP1R13L,MAPK14,HSP90AA1,DDX5,USP7,USP42	1.16313475776444	0.458682695936767	32	66
LIPOATE METABOLISM	LIPOATE METABOLISM	0.188937787557512	0.9977	1	PSMD11,HIST1H4A,GYS1,ALDOA,RPL30,CSNK1D,ATF2,EZH2,EIF3B,DYNC1H1,LEO1,LIG1,BCKDHA,MDN1,RPL15,EEF2,PRKAR2A,RPS3A,RAB7A	1.13829212071968	0.468655317528285	19	35
PENTOSE PHOSPHATE PATHWAY	PENTOSE PHOSPHATE PATHWAY	0.225922592259226	0.9977	1	PRKAA2,PSMD11,HIST1H4A,ALDOA,COL5A1,RPTOR,SNX9,SQSTM1,BCKDHA,PAK1,EEF2,HIF1A,NEDD4L,HSP90AA1,RAB7A,PSMD2,TUBA1A	1.12697054047833	0.469736496593552	17	30
ALKALOID BIOSYNTHESIS II	ALKALOID BIOSYNTHESIS II	0.2488	0.9977	1	VIM,ARFGAP1,SPTAN1,HIST1H4A,CBX3,VCL,EPC2,HDAC4,PTPRK,EPS8L2,EPS8,ABLIM3,WASL,DHX9,DSTN,YBX1,NEDD4L,MAPK14	1.09531259847589	0.441886534416026	18	46
METHIONINE AND CYSTEINE METABOLISM	METHIONINE AND CYSTEINE METABOLISM	0.2721	0.9977	1	HIST1H4A,SUZ12,ISCU,ESCO2,EZH2,SUDS3,XPO1,HDAC2,BCKDHA,MDN1,CARS,RRP9,EPRS	1.09326932995185	0.446548499960227	13	39
MONO-UNSATURATED FATTY ACID BETA-OXIDATION	MONO-UNSATURATED FATTY ACID BETA-OXIDATION	0.2738	0.9977	1	PRKAA2,TOP2B,HIST1H4A,ALDOA,TOP2A,CSNK1D,ERBB2,ATF2,VCL,XPO1,LEO1,OBSL1,SQSTM1,WASL,RTN3,MAP3K1,CCDC8,YBX1	1.08477123931041	0.438451559038349	18	45
AMINOSUGARS METABOLISM	AMINOSUGARS METABOLISM	0.3335	0.9977	1	KPNA2,PRKAA2,WRNIP1,PARD6A,DDX55,ATF2,PCYT2,XPO1,NAGK,WASL,PAK1	1.0634086234573	0.433534515825917	11	40
