Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
4-HYDROXYPROLINE DEGRADATION I	4-HYDROXYPROLINE DEGRADATION I	0.0004999500049995	0.119488051194881	1	DVL1,LMNB2,VIM,MAVS,ARFGAP1,LMNB1,MKI67,LMNA,SRSF9,MYO1C,GYS1,PRKCZ,DPYSL2,ACIN1,CSNK1D,PML,NCL,TMPO,PAK6,CENPF,ISCU,NUMA1,SAFB,EIF4EBP1,SEC16A,DYNC1H1,PAK1,CSNK1E,RIPK1,PRKDC,RIF1,CSNK1G1	1.38887983255578	0.546937435690573	32	69
PROTEIN CITRULLINATION	PROTEIN CITRULLINATION	0.0784921507849215	0.995300469953005	1	USP24,TP53BP2,PRKAA2,PRKAA1,KAT7,MRE11A,KAT8,HIST1H4A,RFFL,PRKAG2,TP53BP1,BRIP1,CSNK1D,PML,NCL,ATF2,NOC2L,PTK2,OBSL1,PIAS1,PRKAB2,HDAC2,GTSE1,PRKDC,ATRIP,CCDC8,YBX1,HIF1A,PPP1R13L,MAPK14,HSP90AA1,DDX5,USP7,USP42	1.17451160525246	0.463093916585446	34	68
METHYLMALONYL PATHWAY	METHYLMALONYL PATHWAY	0.101289871012899	0.995300469953005	1	DVL1,NCAPH,NCAPD2,MRE11A,MDC1,HIST1H4A,SMC4,PRKCZ,LGALS3BP,TP53BP1,SUZ12,EZH2,PTK2,SQSTM1,CHD1,HDAC2,RNF11	1.17851245346579	0.474350934339601	17	49
GLYCOLYSIS I	GLYCOLYSIS I	0.125087491250875	0.995300469953005	1	PARD3,PRKAA2,FLNA,HIST1H4A,PRKCZ,ALDOA,ZFP36,COL5A1,PML,RPTOR,SNX9,DYNC1H1,LEO1,PAK1,HIF1A,AMFR,NEDD4L,PRKAR2A,ACAT1,HSP90AA1,KIF23,RAB7A	1.16455168235986	0.470887405079652	22	46
EUMELANIN BIOSYNTHESIS	EUMELANIN BIOSYNTHESIS	0.12978702129787	0.995300469953005	1	CTNNA1,TJP1,TLE3,LRPAP1,CBX3,FXR1,VCL,EZH2,CIRBP,PAK4,PTK2,SCFD1,ENAH,SORBS2,IGF2BP2,TGFB1I1,HDAC2,RING1	1.15994529384179	0.467481850897546	18	48
ANDROGEN BIOSYNTHESIS	ANDROGEN BIOSYNTHESIS	0.135254101640656	0.995300469953005	1	TOP2B,HIST1H4A,CTNNA1,TOP2A,RPL30,ERBB2,TAX1BP1,DSTN,IGF1R,SEC61A1,MAPT,AMFR,RPS3A	1.19404420290955	0.50475923400735	13	26
TREHALOSE DEGRADATION II (TREHALASE)	TREHALOSE DEGRADATION II (TREHALASE)	0.147585241475852	0.995300469953005	1	PRKAA2,TOP2B,TOP2A,PFKFB2,RBM34,RANBP2,XPO1,NAGK,NUP98,BAD,SGTA,GARS,NUP107,NUP35,POM121,DSTN	1.15721455113416	0.472532733553767	16	40
FATTY ACID BIOSYNTHESIS INITIATION II	FATTY ACID BIOSYNTHESIS INITIATION II	0.148385161483852	0.995300469953005	1	CENPE,CENPC,MRE11A,MDC1,HIST1H4A,SMC1A,PRKCZ,CENPA,TP53BP1,CENPF,RANBP2,XPO1,AHCTF1,SQSTM1,NUP98,RNF11,NUP107,RIF1,NUP35,JUNB,POM121	1.13775441445302	0.454263110097133	21	55
GLUCONEOGENESIS I	GLUCONEOGENESIS I	0.16	0.995300469953005	1	PRKAA2,FLNA,HIST1H4A,ALDOA,ZFP36,COL5A1,TRAF3IP1,RPTOR,SNX9,DYNC1H1,HIF1A,AMFR,NEDD4L,PRKAR2A,ACAT1,HSP90AA1,RAB7A	1.14869455422304	0.46991669366272	17	39
2-OXOGLUTARATE DECARBOXYLATION TO SUCCINYL-COA	2-OXOGLUTARATE DECARBOXYLATION TO SUCCINYL-COA	0.1989	0.995300469953005	1	GYS1,ALDOA,ETV6,CCDC86,DDX55,RPL30,CSNK1D,ATF2,EZH2,PAK4,SCFD1,LEO1,BCKDHA,RPL15,EEF2,PRKAR2A,HSP90AA1,RPS3A,TRIP12,DLG5	1.12891674233802	0.462582424588864	20	38
