Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ORGANOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0019637	ORGANOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0019637	0.00125	0.0397690128568316	-1	MT-ND1,HMGCS1,PIGA,ENO2,PRPS2,ADSL,CLN3,NUDT5,GFPT1,ATIC,PGLS,PPCS,MT-CYB,SERINC5,LPIN3,PGK1,HPRT1,ITPK1,GARS,PNP,PFKM,PRDX6,NUDT14,MDH1,IMPDH2,PCYT2,NDUFA4,G6PD,MTHFD1,ADSS,TALDO1,ACLY,MT-ND4,PDXK,PIP4K2C,RRM2,NAMPT,GAPDH,RPE,ABHD14B,MT-ND5,MVK,IDH1,ADK,GPX4,PGM1,REXO2,APRT,PGD,NDUFB1,PAICS,PLCG2,MTMR14,PIK3R1,GART,ISYNA1,GMPR2,SORD,GPI,COASY,DNPH1,PKM,DCTPP1,SYNJ2,EFTUD1,DERA,PFKP,TPI1,IMPA1,PPIP5K2,SDHC,NUDT2,ABHD5,PFKFB2,ENO1,AK1,FASN,OLA1,PARK7,HINT1,SERINC1,PAFAH1B1,AKR1A1,ITPKC,PNPO,CAD,PPT1,NUDT16,PAPSS1,LDHA,PGP,COX6A1,NT5C2,NUDT3,CTPS1,DCTD,IMPDH1,FHIT,PRKAG2,MTMR6,PMVK,PAPSS2,PLAA,PANK4,AMPD2,PGAM1,MVD,PFKL,ALDOA,GCDH,NADSYN1,MOCOS,PIK3R2,ARF1,ALDOC,SHPK,PPAT,PRPSAP2,DPAGT1,VAC14,UMPS,ACACA,ABHD6,CTPS2,COX15,CKB,PIP4K2A,RNASEH2B,FBP1,EPHA2,BPNT1,TKT,INPP4A,PDXP,ATP5J2,PIGL,LHPP,PPAP2A,APOA1BP,GTPBP1,PARG,SLC35B2,CHKB,NDUFS8,COX6B1,MTM1,GPHN,PRPSAP1,PTEN,ACOT7,DGKQ	-1.68153887942897	-0.345986199024227	151	484
ORGANIC ACID METABOLIC PROCESS%GOBP%GO:0006082	ORGANIC ACID METABOLIC PROCESS%GOBP%GO:0006082	0.00125628140703518	0.0397690128568316	-1	N6AMT1,PSAT1,SARS,AARS,ASS1,GNPDA1,CTH,ENO2,SERINC3,FAH,GOT1,YARS,AMDHD2,ASNS,GSTM1,MTRR,SMS,PEPD,SERINC5,SDSL,ASL,LPIN3,BLMH,GSTO1,PGK1,BCAT1,GARS,TARS,PNP,PFKM,UGP2,GSS,MDH1,MIF,MTHFD1,IARS,NARS,GSTP1,WARS,FN3K,ACLY,SLC2A1,AHCYL2,EEF1E1,GAPDH,ABHD14B,MRI1,AKR1D1,IDH1,LARS,GPX4,SLC2A3,MARS,PGM1,PGD,SHMT1,AASDHPPT,SORD,PSPH,GPI,GLO1,MTHFR,PKM,GCLC,AHCY,ACO1,PRUNE,LDHB,PFKP,MSMO1,TPI1,NAGK,PTGES3,SDHC,PFKFB2,ENO1,FASN,GRHPR,MGLL,UGDH,IDUA,EPHX2,HARS,PARK7,MMAA,ALOX5,AKR1A1,PPA1,CAD,CBR1,PAPSS1,ACAT2,CCBL2,LDHA,PYCRL,GCLM,EPRS,IREB2,PHGDH,PAPSS2,PLAA,ENOPH1,SCLY,PGAM1,PFKL,DARS,GNE,ALDOA,GCDH,ALDOC,SEPHS1,LRRC16A,LTA4H,CARS,RARS,CHST11	-1.58729172682635	-0.3277244077163	116	455
OXOACID METABOLIC PROCESS%GOBP%GO:0043436	OXOACID METABOLIC PROCESS%GOBP%GO:0043436	0.00125944584382872	0.0397690128568316	-1	N6AMT1,PSAT1,SARS,AARS,ASS1,GNPDA1,CTH,ENO2,SERINC3,FAH,GOT1,YARS,AMDHD2,ASNS,GSTM1,MTRR,SMS,PEPD,SERINC5,SDSL,ASL,LPIN3,BLMH,GSTO1,PGK1,BCAT1,GARS,TARS,PFKM,UGP2,GSS,MDH1,MIF,MTHFD1,IARS,NARS,GSTP1,WARS,FN3K,ACLY,SLC2A1,AHCYL2,EEF1E1,GAPDH,ABHD14B,MRI1,AKR1D1,IDH1,LARS,GPX4,SLC2A3,MARS,PGM1,PGD,SHMT1,AASDHPPT,SORD,PSPH,GPI,GLO1,MTHFR,PKM,GCLC,AHCY,ACO1,PRUNE,LDHB,PFKP,MSMO1,TPI1,NAGK,PTGES3,SDHC,PFKFB2,ENO1,FASN,GRHPR,MGLL,UGDH,IDUA,EPHX2,HARS,PARK7,MMAA,ALOX5,AKR1A1,PPA1,CAD,CBR1,PAPSS1,ACAT2,CCBL2,LDHA,PYCRL,GCLM,EPRS,IREB2,PHGDH,PAPSS2,PLAA,ENOPH1,SCLY,PGAM1,PFKL,DARS,GNE,ALDOA	-1.5813144811762	-0.326723851177074	107	450
VESICLE-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 74%5653656	VESICLE-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 74%5653656	0.00126103404791929	0.0397690128568316	-1	KIF16B,SYS1,TBC1D15,APP,SNX2,UBQLN2,GDI2,FNBP1,PLIN3,RIN1,NECAP1,HBEGF,BLOC1S4,KLC1,DYNC1I2,GDI1,KIFAP3,HYOU1,ARFRP1,KIF3A,OPTN,ARRB2,VPS4B,TBC1D10B,CHMP2B,CTTN,PPP6C,AKT1,PAFAH1B3,ARFGAP3,RAB3GAP1,BIN1,DYNC1LI2,TBC1D25,CALR,SH3KBP1,HSP90B1,DVL2,DYNC1H1,SYNJ2,CAPZA2,HSPH1,TSG101,ARPC3,DENND2D,DCTN3,VPS37C,SFN,TPD52,SEC31A,ARFGAP2,YWHAG,VTA1,KDELR3,VPS36,DCTN2,PAFAH1B1,CHMP4A,KIF5B,RABGEF1,HGS,HSP90AA1,DNAJC6,AP4B1,VPS53,TBC1D2,SORT1,ALS2CL,SH3GL1,TRIP10,COPS5,ARPC5,PRKAG2,RABEP1,RAB3GAP2,ARL1,COPB1,TBC1D17,CHMP4B,YWHAZ,TRAPPC8,COPS8,TBC1D24,CHMP7,ACTR1A,TBC1D13,WASL,DCTN5,DNM2,ARF4,DCTN1,ARF1,SH3D19,ARPC4,UBQLN1,RABGAP1,ASPSCR1,COPS7A,COPS2,CHMP2A,VPS28,COPS4,MYH9,VPS4A,VPS25,ARRB1,COPS3,COG3,SURF4,RALGAPA2,EXOC6,YWHAQ,MON1B,COL1A2,CHMP3,LDLR,AGFG1,TFG,APOB,RAB1A,TRAPPC2L,SEC24D,COPA,TRAPPC5,COPG1,SPTBN4,PACSIN2,EXOC8,COPS6,KIF3B,EPS15,RAB9B,COG4,CD55,TRAPPC6B,MVB12B,FCHO2,DNM1,FTH1,TMEM115,CBL,TSC2,GAPVD1,PAFAH1B2,DENND5B,SCFD1,COG1,TGFA,COG6,AP3S1,TMED9,GGA2,CTSC,SEC24B,GBF1,RGP1,DCTN4,RIC1,VPS51,ACTR3,CAPZB,ARPC2,MAN1A2,KLC2,USO1,STX4,SEC23IP,PRKAB1,BICD2,CYTH3,AP3B1,AP1S2	-1.5831696169129	-0.328533177160518	172	439
CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%R-HSA-1280215.5	CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%R-HSA-1280215.5	0.00126262626262626	0.0397690128568316	-1	GAB2,LTBR,IL12RB1,APBB1IP,SQSTM1,FNTB,APP,UBE2V1,MAP2K1,GSTO1,DUSP3,RASAL2,DUSP10,IKBKB,MIF,HBEGF,NFKBIB,PSMB2,ABCE1,TALDO1,RPS6KA3,FNTA,ARRB2,CHUK,MAPKAPK3,AKT1,IL13RA1,ZDHHC9,PITPNA,CRK,PIK3R1,MCL1,UBE2M,CNN2,TNFSF9,MET,PSMD9,HSP90B1,RPS6KA1,PSME2,ISG15,CRKL,IFIT5,PSME1,STAT1,AIP,PTPN12,IL6ST,EIF4A1,STAT6,RAPGEF1,PSMB6,PTK2,PEA15,VCL,IFI30,ALOX5,PSMD7,NUP62,IL18,MAP2K2,PEBP1,HSP90AA1,TNFRSF12A,RASA1,FSCN1,CASP3,PSMB7,PPIA,PPP2R5B,RGL2,NFKB1,IL10RB,FOXO1,UBA7,TOLLIP,YWHAZ,LCN2,ARAF,PSMA5,PSMB9,PTPN11,RAPGEF2,MAPK1,TRAF2,PIK3R2,IFI35,ARF1,IFITM3,LAMA5,KPNA3,PSMD8,PPP2R5D,IRF3,ARRB1,LAMTOR3,MSN,PSMB8,KPNB1,PDCD4,PSMB1,COL1A2,SHC1,PSMF1,PSMA1,EIF4A2,RPS6KA5,PSMA7,PSMC3,PPP2CB,PSMD5,RELA,STX3,TCP1,GBP1,MYD88,ITGB3,HLA-G,TRIM2,PIN1,PSMA2,SPTBN4,PSMB3,PPP5C,PSMD6,EIF4G1,IQGAP1,MAP2K3,IRS1,UBE2L6,PLCG1,CBL,IKBKG,IRS2,PDE6D,BRWD1,CCND1,INPPL1,MAPKAPK2,PPP2R1A,TGFA,CSF2RA,STXBP2,MID1,MAPK9	-1.53743150469195	-0.319881431169878	145	403
MEMBRANE TRAFFICKING%REACTOME%R-HSA-199991.6	MEMBRANE TRAFFICKING%REACTOME%R-HSA-199991.6	0.00127551020408163	0.0397690128568316	-1	KIF16B,SYS1,TBC1D15,APP,SNX2,UBQLN2,GDI2,FNBP1,PLIN3,RIN1,NECAP1,HBEGF,BLOC1S4,KLC1,DYNC1I2,GDI1,KIFAP3,ARFRP1,KIF3A,OPTN,ARRB2,VPS4B,TBC1D10B,CHMP2B,CTTN,PPP6C,AKT1,PAFAH1B3,ARFGAP3,RAB3GAP1,BIN1,DYNC1LI2,TBC1D25,SH3KBP1,DVL2,DYNC1H1,SYNJ2,CAPZA2,TSG101,ARPC3,DENND2D,DCTN3,VPS37C,SFN,TPD52,SEC31A,ARFGAP2,YWHAG,VTA1,KDELR3,VPS36,DCTN2,PAFAH1B1,CHMP4A,KIF5B,RABGEF1,HGS,DNAJC6,AP4B1,VPS53,TBC1D2,SORT1,ALS2CL,SH3GL1,TRIP10,COPS5,ARPC5,PRKAG2,RABEP1,RAB3GAP2,ARL1,COPB1,TBC1D17,CHMP4B,YWHAZ,TRAPPC8,COPS8,TBC1D24,CHMP7,ACTR1A,TBC1D13,WASL,DCTN5,DNM2,ARF4,DCTN1,ARF1,SH3D19,ARPC4,UBQLN1,RABGAP1,ASPSCR1,COPS7A,COPS2,CHMP2A,VPS28,COPS4,MYH9,VPS4A,VPS25,ARRB1,COPS3,COG3,SURF4,RALGAPA2,EXOC6,YWHAQ,MON1B,CHMP3,LDLR,AGFG1,TFG,APOB,RAB1A,TRAPPC2L,SEC24D,COPA,TRAPPC5,COPG1,SPTBN4,PACSIN2,EXOC8,COPS6,KIF3B,EPS15,RAB9B,COG4,CD55,TRAPPC6B,MVB12B,FCHO2,DNM1,FTH1,TMEM115,CBL,TSC2,GAPVD1,PAFAH1B2,DENND5B,SCFD1,COG1,TGFA,COG6,AP3S1,TMED9,GGA2,CTSC,SEC24B,GBF1,RGP1,DCTN4,RIC1,VPS51,ACTR3,CAPZB,ARPC2,MAN1A2,KLC2,USO1,STX4,SEC23IP,PRKAB1,BICD2,CYTH3,AP3B1,AP1S2	-1.61199670465767	-0.335339743792532	166	428
CARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0019752	CARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0019752	0.00127877237851662	0.0397690128568316	-1	N6AMT1,PSAT1,SARS,AARS,ASS1,GNPDA1,CTH,ENO2,SERINC3,FAH,GOT1,YARS,AMDHD2,ASNS,GSTM1,MTRR,SMS,PEPD,SERINC5,SDSL,ASL,LPIN3,BLMH,GSTO1,PGK1,BCAT1,GARS,TARS,PFKM,UGP2,GSS,MDH1,MIF,MTHFD1,IARS,NARS,GSTP1,WARS,FN3K,ACLY,SLC2A1,AHCYL2,EEF1E1,GAPDH,MRI1,AKR1D1,IDH1,LARS,GPX4,SLC2A3,MARS,PGM1,PGD,SHMT1,AASDHPPT,SORD,PSPH,GPI,GLO1,MTHFR,PKM,GCLC,AHCY,ACO1,LDHB,PFKP,MSMO1,TPI1,NAGK,PTGES3,SDHC,PFKFB2,ENO1,FASN,GRHPR,MGLL,UGDH,IDUA,EPHX2,HARS,PARK7,MMAA,ALOX5,AKR1A1,PPA1,CAD,CBR1,ACAT2,CCBL2,LDHA,PYCRL,GCLM,EPRS,IREB2,PHGDH,PLAA,ENOPH1,SCLY,PGAM1,PFKL,DARS,GNE,ALDOA	-1.65684654819213	-0.345169099245024	103	413
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	0.00128369704749679	0.0397690128568316	-1	RNF34,APOC3,PPP4R4,FGD1,TBC1D15,F3,FGFR1,SERPINB6,PPP1R11,PPP1R2,RSU1,TIMP2,CASP4,IKBKB,CRADD,PLXNA2,RIPK1,ABCE1,SH3RF1,FKBP1A,RPS6KA3,FNTA,SERPINE2,TBC1D10B,GAPDH,LARS,AKT1,PDCD5,RAB3GAP1,BIN1,BAX,BBC3,TNFRSF10B,CRK,TBC1D25,BOD1,CAST,HSP90B1,RPS6KA1,PSME2,GPSM1,SERPINB1,PPP2R4,PSME1,CST7,PINK1,ABL2,NRD1,CLDN4,EVI5L,SFN,SLC39A14,DOCK11,PFN2,TRADD,RAPGEF1,AHSA1,SH3BP1,PTK2,PARK7,PAFAH1B1,SH2D4A,TMBIM6,RAP1GDS1,PFN1,TBC1D22B,SH3RF2,PLXNB1,C10orf54,TBC1D2,SORT1,ARHGAP12,FKBP15,MASTL,RAB3GAP2,ARL1,TBC1D17,PLAA,TBC1D13,UBXN1,FLCN,PPM1F,FADD,PSMB9,ARF4,PDCD2,RAPGEF2,XIAP,THADA,TRAF2,RABGAP1,HSP90AB1,MAP2,GRAMD4,SERPINB9,URI1,NOL3,ZFYVE1,RALGAPA2,PSMB8,TIMP3,BCL10,PPP6R2,ARHGAP29,AGRN,MALT1,ARHGEF7,EPHA2,PYCARD	-1.49838352876104	-0.31273126616015	109	407
ADAPTIVE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 74%1280218	ADAPTIVE IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 74%1280218	0.0012853470437018	0.0397690128568316	-1	RNF34,RNF19B,HACE1,UBE2V1,ACTR1B,BLMH,BTBD1,IKBKB,HSPA5,NFKBIB,KLC1,DYNC1I2,CTSL,PSMB2,KIFAP3,FBXO6,SH3RF1,FKBP1A,KIF3A,RILP,HECW2,CHUK,AKT1,UBA6,UBE2Z,UBE2Q1,UBA5,PLCG2,UBE2K,DYNC1LI2,NPEPPS,PIK3R1,UBE2M,CALR,HUWE1,SH3KBP1,PSMD9,NFKBIE,PSME2,DYNC1H1,CAPZA2,PSME1,THOP1,DCTN3,GLMN,ASB6,SEC31A,NCK1,PSMB6,LY96,VASP,DCTN2,IFI30,UBE2R2,PSMD7,FBXO7,TRIM37,KIF5B,RNF19A,KEAP1,UBA1,TCEB2,NEDD4L,PSMB7,PPIA,PPP2R5B,NFKB1,UBA7,YWHAZ,ACTR1A,PRKACB,PSMA5,DCTN5,DNM2,PSMB9,PTPN11,TPP2,ORAI1,UBE2O,DCTN1,PIK3R2,ARF1,PDIA3,ATG7,UBE2V2,UBR4,PSMD8,PPP2R5D,ENAH,CDC34,GAN,PSMB8,FBXO21,RNF14,RNF7,RBCK1,PAK3,BCL10,PSMB1,HECTD1,MALT1,PSMF1,VHL,PSMA1,PSMA7,PSMC3,PPP2CB,UBAC1,PSMD5,RELA,MICA,HECTD3,MYD88,SEC24D,HLA-G,RNF114,PSMA2,ASB1,PTEN,PSMB3,KIF3B,PSMD6,LRSAM1,UBE2L6,DNM1,CDC26,PLCG1,RNF130,IKBKG,UBE2D2,CUL2,STUB1,SMURF2,PPP2R1A,PPP3CB,HERC4,KLHL11,CTSC,SEC24B,PSMD4,DCTN4,UBE3C,HERC1,CAPZB,CTSF,UBE2L3,KLC2,PSMD11,CUL5,STX4,HLA-DPB1,UBR2,AP1S2,PSMB4,FBXL16,PSMB10	-1.61172588580866	-0.336955013389523	156	381
RESPONSE TO CYTOKINE%GOBP%GO:0034097	RESPONSE TO CYTOKINE%GOBP%GO:0034097	0.00129032258064516	0.0397690128568316	-1	GAB2,TRAF4,LTBR,COMMD7,IL12RB1,TRAF3IP2,F3,SQSTM1,APP,UBE2V1,TXNDC17,DFNA5,GSTO1,CALCOCO2,SBNO2,TNFRSF21,OXSR1,TIMP2,IKBKB,MIF,RIPK1,PSMB2,TALDO1,STK39,RC3H1,CHUK,GAPDH,MAPKAPK3,AKT1,IL13RA1,PITPNA,UBE2K,SHMT1,CRK,PIK3R1,MCL1,UGCG,CNN2,C19orf66,TNFSF9,PSMD9,HSP90B1,PSME2,ISG15,CRKL,PSME1,STAT1,AIP,PTPN12,IL6ST,STAT6,TRADD,TROVE2,RAPGEF1,PSMB6,IFI30,ALOX5,PSMD7,ARHGEF2,IL18,GSK3A,HSP90AA1,TNFRSF12A,FSCN1,CASP3,PSMB7,PPIA,NFKB1,IL10RB,FOXO1,EPRS,TOLLIP,YWHAZ,LCN2,PSMA5,PSMB9,PTPN11,MAP4K3,TRAF2,IFI35,ARF1,SHPK,IFITM3,LAMA5,PSMD8,CDC34,IRF3,MSN,PSMB8,TIMP3,PDCD4,PSMB1,COL1A2,SHC1,PSMF1,PSMA1,PYCARD,JAGN1,RPS6KA5,PSMA7,PSMC3,PSMD5,RELA,STX3,TCP1,GBP1,MYD88,YAP1,ILK,HLA-G,PSMA2,PSMB3,AK6,PSMD6,TANK,IRS1,SLC27A1,CBL,IKBKG,IRS2,BRWD1,CCND1	-1.5706996651228	-0.329593044528571	122	355
