Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ERBB SIGNALING PATHWAY%WIKIPATHWAYS_20201110%WP673%HOMO SAPIENS	ERBB SIGNALING PATHWAY%WIKIPATHWAYS_20201110%WP673%HOMO SAPIENS	0.00199203187250996	0.0121326042378674	1	PAK4,ARAF,MAP2K7,MAPK1,MAP2K2,ABL2,EGFR,EIF4EBP1,BRAF,PLCG1,BAD,STAT5B,RAF1,JUN,PTK2	2.28951290536716	0.750028089850687	15	25
PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	0.002	0.0121326042378674	1	PAK4,MAP3K1,NUMB,MAPK1,PXN,MAP2K2,RPTOR,EIF4EBP1,RAPGEF1,PRKCI,PLCG1,BAD,RAF1,JUN,PTK2,BCAR1,RANBP10,AKT1S1	2.1707654189838	0.681381992163535	18	32
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	0.002	0.0121326042378674	1	PAK4,MAP3K1,NUMB,MAPK1,PXN,MAP2K2,RPTOR,EIF4EBP1,RAPGEF1,PRKCI,PLCG1,BAD,RAF1,JUN,PTK2,BCAR1,RANBP10,AKT1S1	2.1707654189838	0.681381992163535	18	32
ANGIOPOIETIN LIKE PROTEIN 8 REGULATORY PATHWAY%WIKIPATHWAYS_20201110%WP3915%HOMO SAPIENS	ANGIOPOIETIN LIKE PROTEIN 8 REGULATORY PATHWAY%WIKIPATHWAYS_20201110%WP3915%HOMO SAPIENS	0.002	0.0121326042378674	1	MAP4K4,MAP3K1,MAP2K7,MAPK1,MAPK14,SLC2A1,MAP2K2,MINK1,RPTOR,IRS1,TRIP10,EIF4EBP1,RAPGEF1,PRKAA2,IRS2,RPS6KA4,GYS1,RAF1,PRKAG2	2.21905044867062	0.696538189803297	19	32
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	0.002	0.0121326042378674	1	MAP4K4,SLC9A1,CAMSAP3,MINK1,PHLDB2,CLASP2,CSF1,CALR,CLASP1,PEAK1,MACF1,ROCK2,LIMCH1,TESK1,VCL,PTK2,FLNA	2.06487865998963	0.648145176174011	17	32
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634	POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634	0.002	0.0121326042378674	1	MAP4K4,MAPK14,CLASP2,CALR,PRKD2,HSPB1,CLASP1,PLCG1,SIRT1,ROCK2,KIAA1462,SP1,ADAM9,BCAR1,MAP3K3	2.02488359287607	0.635591116546825	15	32
RAS PATHWAY%PANTHER PATHWAY%P04393	RAS PATHWAY%PANTHER PATHWAY%P04393	0.00200803212851406	0.0121326042378674	1	ARAF,MAP3K1,MAP2K7,MAPK1,MAPK14,MAP2K2,BRAF,ATF2,RAF1,JUN,STAT3	2.08339251898079	0.71173873536164	11	21
RHO GTPASE CYCLE%REACTOME%R-HSA-194840.4	RHO GTPASE CYCLE%REACTOME%R-HSA-194840.4	0.00200803212851406	0.0121326042378674	1	ARHGAP21,ARHGAP35,SYDE1,ARHGEF18,ARHGEF17,ARHGAP29,TRIP10,SRGAP1,HMHA1,ARHGEF2,ARHGAP27,FGD1,TRIO,MYO9B,ARHGAP23,ARHGEF5	2.17912692230032	0.691255093354142	16	30
REGULATION OF CIRCADIAN RHYTHM%GOBP%GO:0042752	REGULATION OF CIRCADIAN RHYTHM%GOBP%GO:0042752	0.00200803212851406	0.0121326042378674	1	HNRNPD,SIN3A,THRAP3,PML,PRKAA2,ROCK2,CSNK1E,CSNK1D,KDM2A,PRKDC	1.99361445330916	0.681068313757359	10	21
STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0051403	STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0051403	0.00200803212851406	0.0121326042378674	1	MAP2K7,MAPK1,MAPK14,MINK1,ZFP36L1,HACD3,TAOK1,TNFRSF19,DAXX,NFKB1,RIPK1,DAB2IP,MAP3K7,GPS1,TNIK	2.00972271312805	0.686571296209263	15	21
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	0.00200803212851406	0.0121326042378674	1	MAP4K4,SLC9A1,CAMSAP3,MINK1,PHLDB2,CLASP2,CSF1,CLASP1,PEAK1,MACF1,ROCK2,LIMCH1,VCL,PTK2	2.08681766398458	0.712908850138965	14	21
M-CSF%IOB%M-CSF	M-CSF%IOB%M-CSF	0.00201612903225806	0.0121326042378674	1	MAPK1,PXN,MAP2K2,VIM,CSF1,EIF4EBP1,PLCG1,STAT5B,RAF1,TYK2,ITGAV,STAT3,PTK2,BCAR1,MYO18A,STAT1,RIPK1	2.16280559724627	0.72154944290595	17	23
