Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
FATTY ACID ACTIVATION	FATTY ACID ACTIVATION	0.000133120340788072	0.000472355211118761	-1	PGRMC2,GFPT1,APP,XPOT,PDIA4,RRAGA,GALT,HSPA5,ENO2,CALCOCO2,ATP6V1A,ATP6V1B2,PAICS,PFKM,TUBB3,NDUFA4,NDRG1,TUBB4B,IPO4,GAPDH,PFKL,LARS,GART,GMPPB,PFKP,HSPA6,PGM1,CTPS1,SPG20,AHCY,EEF2,PDIA3,PRKAA2,TUBA4A,PYCRL,HSPH1,HSPA4,SDSL,EIF2B2,IPO7,HSP90AA1,CAD,RRM2,EIF2B5,CCT8,PYGB,EIF4A1,DARS,ACTB,ACACA,PPID,YWHAZ,EGFR,EIF4A2,ADK,HSP90AB1,SLC1A5,OLA1,MMS19,YWHAQ,NT5C2,HECW2,PSMD7,ABCG1,CTPS2,EIF2S2,PLS3,HSPA1B,GPN1,ATP6V1D,CSNK1D,NOM1,PPP6C,TNPO2,PLS1,CSE1L,TUBA1A,PFDN4,FARSA,COPS5,TUBB6,VCP,TUBB,GET4,MAT2A,WASL,GPI,MOB1B,SLC27A1,XPO1,MCM2,PSMC3,TUBGCP3,CLUH,PPP3CB,RABAC1	-1.81242812518827	-0.390969013007439	96	287
HYPUSINE BIOSYNTHESIS	HYPUSINE BIOSYNTHESIS	0.000147037200411704	0.000472355211118761	-1	GFPT1,GALT,HSPA5,ENO2,ATP6V1B2,PFKM,GAPDH,PFKL,SRRM2,PFKP,HSPA6,BAG3,EEF2,TUBA4A,PYCRL,HSPH1,HSPA4,NIF3L1,GSK3A,HSP90AA1,CAD,RRM2,CCT8,STIP1,ACTB,ACACA,PPID,HSP90AB1,OLA1,CCT7,COPB1,CCT4,HSPA1B,MAPK1,TCP1,CSNK1D,NOM1,COPA,CSE1L,TUBA1A,PSMD6,VCP,MAT2A,XPO1,TCEA1,IDE,ARPC2,ASL,ACTR2,COPG1,COPB2,HSPA2,PSMC4,PGAM1,GFPT2,CCT2,DNAJB1,CDK17,EIF3G,ACTG1,GSK3B,PSMD2,HSPA9,PSMC6,BYSL,DOHH,HSD17B7,DDX6,COPG2,KPNA1,ARF1,CCT6A,EEF1G,CLTC,HSPA4L	-2.03643767041155	-0.48112528902473	75	131
ALANINE BIOSYNTHESIS II	ALANINE BIOSYNTHESIS II	0.153395380903137	0.207259407785154	-1	APP,PFDN2,HSPA6,MYH10,BABAM1,HSPA1B,ATP6V1D,CSNK1D,MYH9,XPO1,TTC27,PFDN6,HSPA2,CAPN1	-1.26031715367704	-0.390884735807601	14	29
ALANINE BIOSYNTHESIS III	ALANINE BIOSYNTHESIS III	0.00482415188297541	0.0113040019268807	-1	SARS,GFPT1,GALE,ATP6V1A,NDUFA4,GAPDH,CTSL,IPO9,HSPA6,EPRS,HSP90B1,FYN,CAD,CCT8,COPB1,CCT4,CCT3,EIF2S2,HSPA1B,CSNK1D	-1.56572245582012	-0.394727344811949	20	85
CITRULLINE-NITRIC OXIDE CYCLE	CITRULLINE-NITRIC OXIDE CYCLE	0.000129836406128278	0.000472355211118761	-1	SARS,AARS,HSPB1,GFPT1,APP,GARS,LAMP1,PDIA4,LGALS3BP,ASS1,GALT,HSPA5,ENO2,SLC3A2,GOT1,RNF31,ATP6V1B2,COPRS,NARS,PGD,PFKM,HUWE1,GAPDH,PFKL,LARS,NEDD4L,NAP1L1,ACSS2,PFKP,HSPA6,BAG3,UGP2,SHMT1,IARS,FASN,PSEN2,PPA1,AHCY,ISYNA1,PDIA3,PLEC,TUBA4A,PYCRL,HSPH1,HSPA4,PTGES3,GCDH,PSMD11,CCT5,HSP90AA1,CAD,ARRB2,FBP1,RRM2,DNM2,CCT8,STIP1,ARAF,EIF4A1,PCBP1,ACTB,ACAT2,ALDH3B1,PPID,YWHAZ,PI4K2A,PRDX2,EIF4A2,PSMB7,HSP90AB1,VAC14,FNTA,SORT1,CCT7,AKR1B1,YWHAQ,PPIA,COPB1,NFKB1,ATP2B4,FAT1,CCT4,YWHAG,PSMD7,NSFL1C,CCT3,DYNC1LI2,DDX3X,KPNB1,PSMA2,CLK1,STUB1,HSPA1B,PARP4,TCP1,TKT,DNAJC7,FBXO6,PPP6C,SLC7A5,COPA,USP4,CSE1L,TUBA1A,CDC37,PSMD6,UMPS,LATS1,ZSWIM8,TUBB6,VCP,ARRB1,MPI,PSMA7,LAMP2,MAT2A,WASL,KRT18,GPI,XPO1,GIT1,PSMC3,DNM1	-1.9670585724644	-0.417171939501688	123	350
ASPARAGINE BIOSYNTHESIS I	ASPARAGINE BIOSYNTHESIS I	0.00383325347388596	0.00942341478996965	-1	PRKAG2,ASNS,PGD,TPI1,HSPA6,CTPS1,HSPH1,HSPA4,ALDOA,CCT8,ABCE1,EGFR,HSP90AB1,LSM1,AKR1B1,CCT4,CTPS2,HSPA1B,CSNK1D,CSE1L,PFDN4,COPS5,DCUN1D1,XPO1,PSMC3	-1.65775374649703	-0.441815739509743	25	62
GLUTAMATE DEGRADATION II	GLUTAMATE DEGRADATION II	0.000145772594752187	0.000472355211118761	-1	SARS,AARS,GARS,TARS,HSPA5,ATIC,ENO2,ATP6V1B2,NARS,ATP6V1C1,PGD,PFKM,ATP6V1E1,GAPDH,PFKL,FKBP1A,LARS,NEDD4L,ACSS2,PFKP,HSPA6,UGP2,SHMT1,IARS,CTPS1,PPA1,UBA1,AHCY,EEF2,ISYNA1,HSPH1,NUTF2,HSPA4,DSTN,NPEPPS,ALDOA,HSP90AA1,RRM2,EIF4A1,TNIK,ACTB,ACAT2,HLA-B,PRDX2,EIF4A2,HMGCS1,HSP90AB1,OLA1,PPIA,YWHAG,CTPS2,HSPA1B,ATG5,DNAJC21,BTF3L4,BCAR3,FARSA,VCP,MAT2A,GPI	-2.30609543514823	-0.538086053722098	60	143
ASPARTATE BIOSYNTHESIS	ASPARTATE BIOSYNTHESIS	0.000145772594752187	0.000472355211118761	-1	SARS,AARS,GARS,TARS,HSPA5,ATIC,ENO2,ATP6V1B2,NARS,ATP6V1C1,PGD,PFKM,ATP6V1E1,GAPDH,PFKL,FKBP1A,LARS,NEDD4L,ACSS2,PFKP,HSPA6,UGP2,SHMT1,IARS,CTPS1,PPA1,UBA1,AHCY,EEF2,ISYNA1,HSPH1,NUTF2,HSPA4,DSTN,NPEPPS,ALDOA,HSP90AA1,RRM2,EIF4A1,TNIK,ACTB,ACAT2,HLA-B,PRDX2,EIF4A2,HMGCS1,HSP90AB1,OLA1,PPIA,YWHAG,CTPS2,HSPA1B,ATG5,DNAJC21,BTF3L4,BCAR3,FARSA,VCP,MAT2A,GPI	-2.30609543514823	-0.538086053722098	60	143
URACIL DEGRADATION II (REDUCTIVE)	URACIL DEGRADATION II (REDUCTIVE)	0.745911949685535	0.782917852463258	-1	SPRY2,LXN,CLK1	-0.79964841440563	-0.291064117368059	3	15
CYSTEINE BIOSYNTHESIS/HOMOCYSTEINE DEGRADATION	CYSTEINE BIOSYNTHESIS/HOMOCYSTEINE DEGRADATION	0.000126518218623482	0.000472355211118761	-1	SARS,AARS,GFPT1,GARS,CTH,PSAT1,PDIA4,TARS,GYS1,ASS1,HSPA5,ATIC,ENO2,GOT1,ATP6V1A,CNDP2,ATP6V1B2,MTHFD1,NARS,PRKAR1A,ATP6V1C1,PGD,PFKM,TUBB3,PRKAR1B,IMPDH2,ATP6V1E1,TUBB4B,IPO4,GAPDH,PFKL,FKBP1A,NEDD4L,GART,NAP1L1,ACSS2,BCAT1,SEC31A,AKR1A1,GMPPB,PFKP,HSPA6,PGM1,MAP2K2,UGP2,IARS,CTPS1,PPA1,SRM,UBA1,AHCY,IPO5,EEF2,ISYNA1,PDIA3,NAP1L4,VTA1,TUBA4A,HSPH1,NUTF2,HSPA4,TSR1,DSTN,EIF2B2,NPEPPS,PSMD11,IPO7,ENO1,HSP90AA1,CAD,RRM2,EIF2B5,CCT8,ABCE1,GPSM1,DNM1L,PYGB,STIP1,EIF4A1,HGS,DARS,ACTB,ACAT2,YWHAZ,PRDX2,EIF4A2,ADK,HMGCS1,HSP90AB1,OLA1,CCT7,CKS1B,VBP1,PPIA,PPP2CB,AKR1D1,DVL2,CCT4,EIF6,PPAT,CCT3,CTPS2,PLS3,HSPA1B,MAPK1,ATG5,GPN1,ATP6V1D,CSNK1D,TKT,KPNA3,ARFGEF2,PPP6C,COPA,PLS1,CSE1L,IMPDH1,TUBA1A,BTF3L4,PFDN4,PPAN,FARSA,COL4A3BP,TUBB6,VCP,MPI,TUBB,ZNF622,MAT2A,EIF3B,GPI,XPO1,ETF1,PSMC3,SAR1A,CLUH,IDE,PRMT5,EIF2S3,TUBB4A,SEC23B,PRDX5,PSMA1,ACTR2,EIF2B3	-2.15749088018771	-0.452696082665202	145	395
