Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
FATTY ACID ACTIVATION	FATTY ACID ACTIVATION	0.000625293106143505	0.00102254044020154	-1	APP,PDIA4,RRAGA,GALT,HSPA5,ENO2,CALCOCO2,ATP6V1A,ATP6V1B2,PAICS,PFKM,TUBB3,NDUFA4,TUBB4B,GAPDH,PFKL,GART,GMPPB,HSPA6,CTPS1,SPG20,EEF2,HSPH1,HSPA4,IPO7,HSP90AA1,CAD,NDRG1,PYGB,DARS,YWHAZ,HSP90AB1,YWHAQ,NT5C2,HECW2,EIF2S2,PLS3,HSPA1B,CSE1L,PFDN4,COPS5,TUBB6,TUBB,WASL,GPI,SLC27A1,PSMC3,TUBGCP3,CLUH,PPP3CB,RABAC1,TUBB4A	-1.61569315395254	-0.387033182502721	52	159
4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	4-HYDROXYPHENYLPYRUVATE BIOSYNTHESIS	0.502706883217324	0.538454928246112	-1	NCOA4,TSG101,WDR77,HSPA6,CUL4B,FKBP4,HSPA4,SGTA,PTGES3,HSP90AA1,STIP1,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SORT1,PKM,SFN,CKS1B,NFKB1,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,COPS5,RAD23B,FOXO1,TRAF2,COPS4,RELA,IDE,PRMT5,AKT1,UBE2D2,PCK2,ECD,COPS3,COPS6,CUL2,RAD9A,RAD23A,HSPA2,NFKB2,GFER,PRKACA,PRKACB,PPP5C,TLE1,AARSD1,UBE2L3,HSPA9,RB1CC1,STAT3,TGFB1I1,NR3C1	-0.979080300357526	-0.232327530583686	58	170
4-HYDROXYBENZOATE BIOSYNTHESIS	4-HYDROXYBENZOATE BIOSYNTHESIS	0.502706883217324	0.538454928246112	-1	NCOA4,TSG101,WDR77,HSPA6,CUL4B,FKBP4,HSPA4,SGTA,PTGES3,HSP90AA1,STIP1,COPS2,CALR,COPS7A,MIF,TXN,HSP90AB1,SORT1,PKM,SFN,CKS1B,NFKB1,ALDH16A1,PSMD7,STUB1,HSPA1B,COPS8,COPS5,RAD23B,FOXO1,TRAF2,COPS4,RELA,IDE,PRMT5,AKT1,UBE2D2,PCK2,ECD,COPS3,COPS6,CUL2,RAD9A,RAD23A,HSPA2,NFKB2,GFER,PRKACA,PRKACB,PPP5C,TLE1,AARSD1,UBE2L3,HSPA9,RB1CC1,STAT3,TGFB1I1,NR3C1	-0.979080300357526	-0.232327530583686	58	170
HYPUSINE BIOSYNTHESIS	HYPUSINE BIOSYNTHESIS	0.000156666144446185	0.000409622908968532	-1	GFPT1,GALT,HSPA5,ENO2,LAMC1,ATP6V1B2,MTHFD1,PRKAR1A,PFKM,GAPDH,PFKL,SLC2A1,G6PD,PFKP,HSPA6,BAG3,PRPS2,EEF2,FGFR1,SLC2A3,TUBA4A,PYCRL,HSPH1,HSPA4,NIF3L1,GSK3A,HSP90AA1,CAD,RRM2,CCT8,PYGB,STIP1,ESD,ACTB,ACACA,PPID,PTPRF,TROVE2,TXN,HSP90AB1,OLA1,CCT7,COPB1,CCT4,HSPA1B,MAPK1,TCP1,COPA,CSE1L,PSMD6,UMPS,MAT2A,TCEA1,IDE,ARPC2,ASL,ACTR2,COPG1,COPB2,BCR,VCP,HSPA2,PSMC4,PGAM1,GFPT2,CCT2,CDK4,DNAJB1,CDK17,EIF3G,ACTG1,GSK3B,TUBA1A,HSPA9,PSMC6,BYSL,DOHH,IGF2R,DDX6,COPG2,KPNA1,ARF1	-2.05161068311191	-0.490902648443278	82	161
DIPHTHAMIDE BIOSYNTHESIS	DIPHTHAMIDE BIOSYNTHESIS	0.000156201187129022	0.000409622908968532	-1	PDIA4,HSPA5,LAMC1,GOT1,PEPD,MTHFD1,F3,PRKAR1A,IMPDH2,RNH1,PFKL,SLC2A1,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,SRM,EEF2,DPH6,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,PYGB,ESD,DARS,PTPRF,CBR1,TROVE2,MIF,TXN,CKB,LSM1,CCT7,PKM,VCL,AKR1B1,NFKB1,EIF2S2,PLS3,HSPA1B,TCP1,STMN1,MYL12A,PSMB1,PLCG1,UMPS,ARF4,NQO2,PSMC3,IDE,PPP3CB	-1.75204041251016	-0.418278197962457	57	163
ALANINE BIOSYNTHESIS II	ALANINE BIOSYNTHESIS II	0.000313873195229127	0.000609837102641151	-1	APP,PDIA4,HSPA5,LAMC1,GOT1,PEPD,MTHFD1,F3,PRKAR1A,IMPDH2,RNH1,PFDN2,PFKL,SLC2A1,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,EZR,ALAD,CAPN2,PYGB,ESD,DARS,PTPRF,CBR1,TROVE2,MIF,TXN,CKB,BABAM1,PKM,VCL,AKR1B1,PLS3,HSPA1B,ATP6V1D,TCP1,STMN1,MYH9,UMPS,ARF4,NQO2,PSMC3,IDE,PPP3CB,TTC27,PFDN6,APEH,TCF4,BCR,COX7A2,CD46,UCHL3,HSPA2,IFNGR1,CAPN1,PGAM1,COX6B1,CDK4	-1.68185687959311	-0.404582361289414	67	153
ALANINE BIOSYNTHESIS III	ALANINE BIOSYNTHESIS III	0.000153846153846154	0.000409622908968532	-1	SARS,GFPT1,PDIA4,HSPA5,LAMC1,GALE,PEPD,ATP6V1A,MTHFD1,F3,PRKAR1A,UBE2K,NDUFA4,IMPDH2,RNH1,GAPDH,CTSL,SLC2A1,NAP1L1,G6PD,IPO9,AKR1A1,HSPA6,HARS,PRPS2,EEF2,FGFR1,EPRS,NAP1L4,SLC2A3,HSP90B1,ALAD,CAD,CCT8,CTU1,PYGB,ESD,DARS,PTPRF,USP5,TROVE2,MIF,TXN,CKB,PKM,COPB1,CCT4,CCT3,EIF2S2,PLS3,HSPA1B	-1.90241339791644	-0.449429042359411	51	176
CITRULLINE-NITRIC OXIDE CYCLE	CITRULLINE-NITRIC OXIDE CYCLE	0.000153917192550408	0.000409622908968532	-1	LGALS3BP,ASS1,HSPA5,SLC3A2,COPRS,HSPB1,PFKM,GAPDH,HUWE1,NAP1L1,HSPA6,FASN,HSPH1,HSPA4,PTGES3,CCT5,HSP90AA1,CAD,ARRB2,DNM2,CCT8,STIP1,ARAF,ACTB,ALDH3B1,YWHAZ,PSMB7,HSP90AB1,VAC14,CCT7,YWHAQ,NFKB1,FAT1,CCT4,YWHAG,PSMD7,NSFL1C,CCT3,KPNB1,PSMA2,STUB1,PARP4,TCP1,DNAJC7,PPP6C,SLC7A5,USP4,PSMD6,ZSWIM8,TUBB6,ARRB1,PSMA7,WASL,PSMC3,DNM1,RELA,AKT1,PSMA1,ASL,TCEB2,PSMA5,PSMD8,SLC7A1,ADRM1,PSMD12,SIRT1,PSMD11,VCP,CLNS1A,PSMD13,PPP2R1A,TBL1X,HSPA2	-1.68129246328393	-0.396341244997547	73	181
ARGININE BIOSYNTHESIS IV	ARGININE BIOSYNTHESIS IV	0.00325884543761639	0.00467489137181875	-1	MAP1LC3A,APP,LAMP1,ASS1,GALT,HSPA5,ENO2,PFKM,GAPDH,PFDN2,HUWE1,APRT,HSPA6,BAG3,HSPH1,HSPA4,ALDOA,FBP1,PYGB,ARAF,ACTB,YWHAZ,CDK5,HSP90AB1,FNTA,LSM1,YWHAQ,NFKB1,EIF6,NSFL1C,HSPA1B,MAPK1,MYL1,ILK,FBXO6,USP4,CSE1L,TUBB,LAMP2,GPI,PSMC3,NUDT3,TOM1L1,TUBB4A,ASL	-1.47035578909616	-0.349256170953787	45	169
ASPARAGINE BIOSYNTHESIS I	ASPARAGINE BIOSYNTHESIS I	0.000156421085562334	0.000409622908968532	-1	PDIA4,HSPA5,LAMC1,PEPD,MTHFD1,F3,ASNS,PRKAR1A,PGD,TPI1,IMPDH2,RNH1,SLC2A1,G6PD,AKR1A1,HSPA6,HARS,PRPS2,CTPS1,EEF2,FGFR1,GSPT1,SLC2A3,HSP90B1,HSPH1,HSPA4,EZR,ALAD,ALDOA,CCT8,ABCE1,PYGB,ESD,DARS,PTPRF,CBR1,TROVE2,MIF,TXN,HSP90AB1,CKB,LSM1,PKM,AKR1B1,CCT4,CTPS2,PLS3,HSPA1B,STMN1,CSE1L,PFDN4,UMPS,COPS5,DCUN1D1,NQO2,PSMC3,PRKAG2,IDE,PPP3CB	-1.84696786529082	-0.442167311861609	59	160
