Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	0.750209415312448	0.776532552691832	-1	APP,ATP6V1A,ATP6V1B2,ATP6V1E1,NEDD4L,GMPPB,HSPA6,CAD,GPSM1,ESD,CASP3,HSPA1B,CHCHD2,NIT2,IDE,LCMT1	-0.8613303098758	-0.228263120122841	16	79
HYALURONAN METABOLISM	HYALURONAN METABOLISM	0.0736217725052338	0.120657904939133	-1	FGFR1,TUBA4A,PTPN11,ABCE1,PIK3R1,EIF4EBP1,CRK,TSNAX,EIF6,SHC1,MAPK1,FBXO6,PLCG1,VHL,FLRT2,PIK3R2,BAG6,NAPRT,CDK4,CBL,TUBA1A,PPP5C	-1.3301034019756	-0.375779552479741	22	54
GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	0.158371040723982	0.236335471643097	1	SDF4,NEU1,PLK1,CHST14,H2AFX,ATP6AP2,CTSA,NCOA5,MBD2,HNRNPD,ELAVL1,GLB1,SDC4,NAAA,CHST12,PHF5A,CHST15,SMC6,TFIP11,PON2,GPC6,TMEM259,CSPG4,ZMYM2,INTS1,KDM5B,FARS2,ST3GAL1	1.14755832412029	0.265677687439258	28	132
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM	0.00016061676839062	0.000605202691613327	-1	SARS,GFPT1,GALE,WARS,ATP6V1A,NARS,CTSL,VPS4B,LDHB,IPO9,APRT,AHSA1,CDK6,FASN,EPRS,HSP90B1,PTGES3,NPEPPS,CAD,ARRB2,WWP2,CCT8,ABCE1,AK1,CDK5,LDHA,CCT7,COPB1,CCT4,CCT3	-1.81964334188644	-0.451555963700499	30	121
PYRUVATE METABOLISM	PYRUVATE METABOLISM	0.000137969094922737	0.000605202691613327	-1	AARS,GFPT1,APP,CTH,PDIA4,TARS,LGALS3BP,GALT,HSPA5,ATIC,ENO2,GOT1,ATP6V1A,CNDP2,ATP6V1B2,MTHFD1,ASNS,PRKAR1A,PGD,PFKM,TUBB3,PRKAR1B,GDI1,ATP6V1E1,TUBB4B,IPO4,GAPDH,CTSL,PFKL,ANTXR1,FKBP1A,LARS,HUWE1,NEDD4L,NAP1L1,ACSS2,GSTO1,AKR1A1,GMPPB,PFKP,HSPA6,BAG3,UGP2,SHMT1,IARS,PRPS2,FASN,CTPS1,PPA1,UBA1,AHCY,IPO5,EEF2,ISYNA1,EPRS,PDIA3,RPAP3,NAP1L4,TUBA4A,PYCRL,HSPH1,NUTF2,HSPA4,SDSL,GDI2,SGTA,PTGES3,ISG15,NPEPPS,ENO1,ALDOA,HSP90AA1,POLR3B,CAD,RRM2,CCT8,STIP1,ARPC4,EIF4A1,ACTB,ACACA,ACAT2,PPID,CALR,CAND1,PRDX2,HINT1,EIF4A2,ADK,ARPC3,TXN,HSP90AB1,LTA4H,CCT7,PKM,MSN,AKR1B1,MMS19,ABCF3,PPIA,PPP2CB,AKR1D1,COPB1,AKR7A2,NFKB1,ARHGDIA,HECW2,CCT4,PSMD7,CCT3,TALDO1,IST1,CTPS2,PLS3,AKR1C3,HSPA1B,MAPK1,ATG5,GPN1,GLO1,ATP6V1D,TCP1,MYL1,TKT,PPP6C,COPA,PLS1,CSE1L,CDC37,PSMD6,PFDN4,IKBKG,ARF4,TUBB6,TUBB,PSMA7,MAT2A,ARPC5,WASL,GPI,CLUH,ARPC2,EIF2S3,XPO5,TUBB4A,VHL,PRDX5,MARK2,TRAF4,ASL,TCEB2,ACTR2	-2.060225569952	-0.446230865648335	152	442
SIALIC ACID METABOLISM	SIALIC ACID METABOLISM	0.186298443698505	0.26170495662409	-1	SDCBP,APP,ENO2,ATP6V1A,GDI1,PGLS,SERINC5,IMPA1,HSPA6,PGM1,BAG3,KEAP1,CTPS1,TUBA4A,HSPH1,HSPA4,GDI2,HSP90AA1,POLR3B,ABCE1,EIF4EBP1,SERINC1,CRK,TSNAX,TXN,HSP90AB1,IPO13,MMS19,CTPS2,HSPA1B,CAPZA2,SERINC3,NOTCH3,ILK,NDUFAF7,FBXO6,EPS15,CSE1L,HERPUD1	-1.12477149225116	-0.261714969113486	39	201
CHONDROITIN SULFATE DEGRADATION	CHONDROITIN SULFATE DEGRADATION	0.538487115544472	0.635414796342477	-1	LOXL2,NDST1,HSPA5,IDUA,FGFR1,TUBA4A,PTPN11,ABCE1,PIK3R1,EIF4EBP1,CRK,TSNAX,SHC1,MAPK1,FBXO6,PLCG1,FBXO21,FLRT2,PIK3R2,BAG6,AP3M1,MTHFSD,NAPRT,CDK4,ARSA,CBL,TUBA1A,PPP5C	-0.962338638983836	-0.250082873821705	28	90
DI-UNSATURATED FATTY ACID BETA-OXIDATION	DI-UNSATURATED FATTY ACID BETA-OXIDATION	0.000136574706364381	0.000605202691613327	-1	MAP1LC3A,SQSTM1,GFPT1,APP,XPOT,LAMP1,PDIA4,RRAGA,GALT,HSPA5,ENO2,CALCOCO2,ATP6V1A,ATP6V1B2,PAICS,PFKM,PGK1,TUBB3,NDUFA4,GDI1,TUBB4B,IPO4,GAPDH,PFKL,IFRD2,FKBP1A,LARS,HUWE1,NEDD4L,GART,GSTO1,GMPPB,PFKP,HSPA6,PGM1,BAG3,CTPS1,SPG20,ABHD14B,UBA1,TIMP2,ARMC6,AHCY,MAPRE1,EEF2,ISYNA1,PDIA3,TUBA4A,PYCRL,HSPH1,PARK7,HSPA4,SDSL,GDI2,GTPBP2,DBNL,PTGES3,EIF2B2,IPO7,ENO1,ALDOA,HSP90AA1,CAD,NDRG1,RRM2,EIF2B5,CCT8,PYGB,STIP1,EIF4A1,HGS,DARS,ACTB,ACACA,AK1,PPID,YWHAZ,CALR,STAT1,HINT1,EIF4A2,ADK,HSP90AB1,SLC1A5,OLA1,RNASEH2A,MSN,VCL,MMS19,YWHAQ,NT5C2,PPP2CB,HECW2,PSMD7,ABCG1,CLDN12,KPNB1,CTPS2,EIF2S2,PLS3,HSPA1B,MAPK1,ATG5,GPN1,ATP6V1D,TKT,FBXO6,FERMT2,PPP6C,TNPO2,PLS1,CSE1L,UBA5,PFDN4,MYH9,FARSA,COPS5,TUBB6,TUBB,GET4,LAMP2,MAT2A,WASL,GPI,MOB1B,SLC27A1,PSMC3,TUBGCP3,CLUH,IDE,PPP3CB,RABAC1,FTSJ1,CCDC22,EIF2S3,TUBB4A,VHL	-1.65178306781334	-0.354887346009702	137	488
PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	0.000884955752212389	0.00261061946902655	-1	SDCBP,SARS,APP,PDIA4,HSPB1,PFKM,NDUFA4,PSMD9,PFKL,NAMPT,FKBP1A,NEDD4L,COTL1,GSTO1,GMPPB,PFKP,HSPA6,PEBP1,MAPRE1,EEF2,ISYNA1,FKBP4,CBR3,HSPH1,HSPA4,PTGES3,NPEPPS,ALDOA,HSP90AA1,ARRB2,ABCE1,PIK3R1,STIP1,PPID,CALR,CBR1,HINT1,COPS7A,ARPC3,HSP90AB1,LTA4H,SPINT2,MSN,AKR1B1,CASP7,PPIA,AIP,CASP3,STUB1,HSPA1B,UBQLN1,KPNA3,HDAC6,DNAJC7,FBXO6,CSE1L,UBA5,LDLR,COPS5,CHCHD2,CD2AP,DCUN1D1,CARM1	-1.49346501420556	-0.339378981530303	63	250
LINOLEATE METABOLISM	LINOLEATE METABOLISM	0.0044176115446915	0.0104255632454719	-1	MAP1LC3A,APP,PDIA4,SNX2,CRELD2,HSPA5,ATIC,EIF2A,GAPDH,PRDX6,BLMH,COTL1,HSPA6,BAG3,HARS,PSME1,PDIA3,HSPA4,SGTA,NAA15,NAA50,DBNL,PTPN11,HSP90AA1,DCTN1,ARRB2,CLN3,PIK3R1,UGDH,PYGB,EIF4EBP1,PPID,YWHAZ,USP5,COPS7A,HSP90AB1,TPP2,SPINT2,SNX3,PKM,CASP7,DVL2,YWHAG,CASP3,EIF2S2,MAPK1,PSMF1,ASNA1,CAB39,GPX1,UBQLN1,ABL2,FBXO6,USP4,CSE1L,UBXN1,XAGE1A,PSMB2,UMPS,COPS5,LCN2,ARRB1,AIMP1,ETF1,ABCF1,CAP1,IQGAP1,TCEA1,RELA,EXOC6,CASP8,SBDS,SEC23B	-1.38813425681025	-0.312724173074944	73	281
