Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	VITAMIN D3 (CHOLECALCIFEROL) METABOLISM	0.69309051955008	0.757265567656569	1	CYP1B1,POLR2A,CYP2S1,GLRX5,ELAVL1,HIST1H4A,HDAC1,CYB5A,ADCK4,CYP27A1,POLDIP2,PDSS2,CYP51A1,DDX41,ARSE,D2HGDH,PTPMT1,HDAC2,PITRM1,C1QBP,BCKDHA,POR,ECH1,HSPD1,COQ5	0.897715981621062	0.21396093477969	25	79
HYALURONAN METABOLISM	HYALURONAN METABOLISM	0.0358855630891351	0.0615826793986953	-1	EIF4EBP1,FGFR1,TUBA4A,PTPN11,FYN,ABCE1,PIK3R1,CRK,TSNAX,EIF6,SHC1,MAPK1,FBXO6,TUBA1A,PLCG1,MCM2,BAG6,VHL,FLRT2,EIF4EBP2,PIK3R2,FRS2,NAPRT,CDK4,CBL,PPP5C	-1.4312388369925	-0.390393944712595	26	54
GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	GLYCOSPHINGOLIPID BIOSYNTHESIS - GANGLIOSERIES	0.22262443438914	0.312825882424353	1	SDF4,NEU1,PLK1,CHST14,VIM,H2AFX,ATP6AP2,CTSA,NCOA5,MBD2,HNRNPD,ELAVL1,GLB1,SDC4,NAAA,CHST12,RABL6,PHF5A,CHST15,SMC6,TFIP11,PON2,GPC6,TMEM259,CSPG4,ZMYM2,INTS1,KDM5B,FARS2,ST3GAL1	1.10207808929635	0.24017396944886	30	135
C5-BRANCHED DIBASIC ACID METABOLISM	C5-BRANCHED DIBASIC ACID METABOLISM	0.000150966183574879	0.000607295783926219	-1	SARS,GFPT1,GALE,WARS,ATP6V1A,NARS,CTSL,VPS4B,LDHB,IPO9,APRT,AHSA1,CDK6,FASN,EPRS,HSP90B1,PTGES3,NPEPPS,DYRK1A,CAD,ARRB2,WWP2,CCT8,ABCE1,AK1,EGFR,CDK5,LDHA,CCT7,COPB1,CCT4,CCT3,DDX39A,CSNK1D	-1.82115872169019	-0.435197411968288	34	122
PYRUVATE METABOLISM	PYRUVATE METABOLISM	0.000125533517449159	0.000607295783926219	-1	AARS,GFPT1,APP,CTH,PDIA4,TARS,LGALS3BP,GALT,HSPA5,ATIC,ENO2,GOT1,ATP6V1A,CNDP2,ATP6V1B2,MTHFD1,ASNS,PRKAR1A,MARK2,PGD,PFKM,HUWE1,TUBB3,PRKAR1B,GDI1,ATP6V1E1,TUBB4B,IPO4,GAPDH,CTSL,PFKL,ANTXR1,FKBP1A,LARS,NEDD4L,NAP1L1,ACSS2,GSTO1,AKR1A1,GMPPB,PFKP,HSPA6,WNK1,MAP2K2,BAG3,UGP2,SHMT1,IARS,PRPS2,FASN,CTPS1,PPA1,UBA1,AHCY,IPO5,EEF2,ISYNA1,EPRS,PDIA3,RPAP3,NAP1L4,PRKAA2,TUBA4A,PYCRL,HSPH1,NUTF2,HSPA4,SDSL,GDI2,SGTA,PTGES3,ISG15,NPEPPS,PSMD11,ENO1,PRKAA1,ALDOA,HSP90AA1,POLR3B,CAD,RRM2,CCT8,STIP1,ARPC4,EIF4A1,ACTB,ACACA,ACAT2,PPID,EGFR,HLA-B,CALR,CAND1,PRDX2,HINT1,EIF4A2,ADK,ARPC3,TXN,HSP90AB1,LTA4H,CCT7,PKM,MSN,AKR1B1,MMS19,ABCF3,PPIA,PPP2CB,AKR1D1,KRI1,COPB1,AKR7A2,NFKB1,ARHGDIA,HECW2,CCT4,PSMD7,CCT3,TALDO1,IST1,CTPS2,PLS3,AKR1C3,HSPA1B,MAPK1,ATG5,CARHSP1,GPN1,GLO1,ATP6V1D,TCP1,MYL1,CSNK1D,TKT,PPP6C,COPA,PLS1,CSE1L,TUBA1A,CDC37,PSMD6,PFDN4,IKBKG,ARF4,TUBB6,VCP,TUBB,PSMA7,MAT2A,EIF3B,ARPC5,WASL,GPI,XPO1,MAP7D1,MCM2,CLUH,MAP3K7,ARPC2,EIF2S3,XPO5,TUBB4A,VHL,PRDX5,TRAF4,ASL,TCEB2,ACTR2	-2.09675528473119	-0.436220860112838	169	448
SIALIC ACID METABOLISM	SIALIC ACID METABOLISM	0.189185393258427	0.27904845505618	-1	SDCBP,APP,ENO2,ATP6V1A,GDI1,PGLS,SERINC5,IMPA1,HSPA6,PGM1,BAG3,EIF4EBP1,KEAP1,CTPS1,ARFGAP1,TUBA4A,HSPH1,HSPA4,GDI2,FYN,HSP90AA1,POLR3B,ABCE1,EGFR,SERINC1,CRK,TSNAX,TXN,HSP90AB1,IPO13,MMS19,OSBPL11,CTPS2,HSPA1B,CAPZA2,SERINC3,NOTCH3,ILK,NDUFAF7,FBXO6,EPS15,CSE1L,SCAMP2,TUBA1A,HERPUD1,VCP,KRT18,MEPCE,MCM2,BAG6,CLUH	-1.13052951971265	-0.252528018469804	51	205
CHONDROITIN SULFATE DEGRADATION	CHONDROITIN SULFATE DEGRADATION	0.454745443117536	0.536599622878693	-1	LOXL2,NDST1,HSPA5,IDUA,EIF4EBP1,FGFR1,TUBA4A,PTPN11,FYN,ABCE1,PIK3R1,CRK,TSNAX,SHC1,MAPK1,FBXO6,TUBA1A,PLCG1,PTPRK,FBXO21,BAG6,FLRT2,EIF4EBP2,PIK3R2,FRS2,AP3M1,MTHFSD,NAPRT,CDK4,ARSA,CBL,PPP5C,XYLT2,MYC	-1.00033020022829	-0.249279195946661	34	91
DI-UNSATURATED FATTY ACID BETA-OXIDATION	DI-UNSATURATED FATTY ACID BETA-OXIDATION	0.000124007936507937	0.000607295783926219	-1	PGRMC2,MAP1LC3A,SQSTM1,GFPT1,APP,XPOT,LAMP1,PDIA4,RRAGA,GALT,HSPA5,ENO2,CALCOCO2,ATP6V1A,ATP6V1B2,PAICS,PFKM,PGK1,HUWE1,TUBB3,NDUFA4,GDI1,NDRG1,TUBB4B,IPO4,GAPDH,PFKL,IFRD2,FKBP1A,LARS,NEDD4L,GART,GSTO1,GMPPB,PFKP,HSPA6,PGM1,BAG3,CTPS1,SPG20,ABHD14B,UBA1,TIMP2,ARMC6,AHCY,MAPRE1,EEF2,ISYNA1,PDIA3,PRKAA2,TUBA4A,PYCRL,HSPH1,PARK7,HSPA4,SDSL,GDI2,GTPBP2,DBNL,PTGES3,EIF2B2,IPO7,ENO1,ALDOA,HSP90AA1,CAD,RRM2,EIF2B5,CCT8,PYGB,STIP1,ATF2,EIF4A1,HGS,TNIK,DARS,ACTB,ACACA,AK1,PPID,YWHAZ,EGFR,HLA-B,CALR,STAT1,HINT1,EIF4A2,ADK,HSP90AB1,SLC1A5,OLA1,RNASEH2A,MSN,VCL,MMS19,YWHAQ,NT5C2,PPP2CB,HECW2,PSMD7,ABCG1,CLDN12,KPNB1,CTPS2,CLK1,EIF2S2,PLS3,HSPA1B,MAPK1,ATG5,GPN1,ATP6V1D,CSNK1D,TKT,NOM1,FBXO6,FERMT2,PPP6C,TNPO2,PLS1,CSE1L,UBA5,TUBA1A,PFDN4,MYH9,FARSA,COPS5,TUBB6,VCP,TUBB,GET4,LAMP2,MAT2A,WASL,GPI,MOB1B,SLC27A1,XPO1,MCM2,PSMC3,TUBGCP3,BAG6,CLUH,IDE,BAIAP2,PPP3CB,RABAC1,FTSJ1,CCDC22,EIF2S3	-1.65148465249929	-0.341063836259688	150	500
PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	PUTATIVE ANTI-INFLAMMATORY METABOLITES FORMATION FROM EPA	0.000682780281305476	0.00201420182985115	-1	PGRMC2,SDCBP,SARS,HSPB1,APP,PDIA4,PFKM,NDUFA4,PSMD9,PFKL,NAMPT,FKBP1A,NEDD4L,COTL1,GSTO1,GMPPB,PFKP,HSPA6,PEBP1,MAPRE1,EEF2,ISYNA1,FKBP4,CBR3,HSPH1,HSPA4,PTGES3,NPEPPS,ALDOA,HSP90AA1,ARRB2,ABCE1,PIK3R1,STIP1,PPID,EGFR,HLA-B,CALR,CBR1,HINT1,COPS7A,ARPC3,HSP90AB1,LTA4H,SPINT2,MSN,AKR1B1,CASP7,PPIA,ZFP36,AIP,CASP3,STUB1,HSPA1B,UBQLN1,KPNA3,HDAC6,DNAJC7,FBXO6,CSE1L,UBA5,LDLR,COPS5,CHCHD2,VCP,CD2AP,DCUN1D1,CARM1,ATAD3A	-1.50700908363263	-0.329530266571234	69	252
LINOLEATE METABOLISM	LINOLEATE METABOLISM	0.00443548387096774	0.0100651364764268	-1	PGRMC2,MAP1LC3A,APP,PDIA4,SNX2,CRELD2,HSPA5,ATIC,ABL2,EIF2A,GAPDH,PRDX6,BLMH,COTL1,HSPA6,BAG3,EIF4EBP1,HARS,PSME1,PDIA3,HSPA4,SGTA,NAA15,NAA50,DBNL,CLN3,PTPN11,HSP90AA1,DCTN1,ARRB2,PIK3R1,UGDH,PYGB,ATF2,PPID,YWHAZ,EGFR,USP5,MLLT4,COPS7A,HSP90AB1,TPP2,SPINT2,SNX3,PKM,CASP7,ZFP36,DVL2,YWHAG,CASP3,EIF2S2,MAPK1,PSMF1,ASNA1,CAB39,GPX1,UBQLN1,FBXO6,USP4,CSE1L,UBXN1,DTD1,XAGE1A,PSMB2,UMPS,COPS5,LCN2,VCP,ARRB1,AIMP1,ETF1,MCM2,ABCF1,CAP1,IQGAP1,BAG6,TCEA1,RELA,EXOC6,CASP8,SBDS,SEC23B,GPX4,EIF4EBP2,ALOX5	-1.39383573308151	-0.301303633090273	85	286
