Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS%HUMANCYC%PWY-6371	SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS%HUMANCYC%PWY-6371	0.0143121737666274	0.0453990291768882	-1	MTMR14,ITPK1,SYNJ2,PPIP5K2,PIK3R1,PIP4K2C,PI4K2A,PIP4K2A,PLCG1,TMEM55A,INPPL1,ITPKC,PIK3R2,PIK3C2A,PLCD3,PLCG2	-1.56922085299683	-0.457537046762867	16	39
PHOSPHATIDYLGLYCEROL BIOSYNTHESIS II (NON-PLASTIDIC)%HUMANCYC%PWY4FS-8	PHOSPHATIDYLGLYCEROL BIOSYNTHESIS II (NON-PLASTIDIC)%HUMANCYC%PWY4FS-8	0.425394707582833	0.560788597537963	1	GPD2,LPCAT4,AGPAT6,AGPAT2,CDS2,AGPAT1,LCLAT1,GPAM	1.01401478997676	0.356211622637035	8	15
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	0.000169204737732657	0.00262554817147383	-1	SARS,AARS,GARS,TARS,YARS,WARS,NARS,LARS,HARS,IARS,EPRS,MARS,DARS	-2.0600714077152	-0.613680537931818	13	35
3-PHOSPHOINOSITIDE DEGRADATION%HUMANCYC%PWY-6368	3-PHOSPHOINOSITIDE DEGRADATION%HUMANCYC%PWY-6368	0.163456345634563	0.279540561213023	-1	MTMR14,SYNJ2,INPP4A,TMEM55A,INPPL1	-1.27455353341189	-0.460569950137623	5	16
3-PHOSPHOINOSITIDE BIOSYNTHESIS%HUMANCYC%PWY-6352	3-PHOSPHOINOSITIDE BIOSYNTHESIS%HUMANCYC%PWY-6352	0.822142214221422	0.882402884908432	-1	PIK3R1,PI4K2A,PIK3R2,PIK3C2A	-0.746785238240909	-0.269856723098486	4	16
TRIACYLGLYCEROL BIOSYNTHESIS%HUMANCYC%TRIGLSYN-PWY	TRIACYLGLYCEROL BIOSYNTHESIS%HUMANCYC%TRIGLSYN-PWY	0.973589651455264	0.988592433849859	-1	ABHD5,AGPAT9,PPAP2A,LPCAT3,AGPAT4,DGAT1	-0.569825563380204	-0.202898273135858	6	17
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	0.634802619932731	0.739158391991285	-1	PMVK,MVK,ACAT2,HMGCS1	-0.882881193619717	-0.294348915560635	4	22
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	0.000161420500403551	0.00262554817147383	-1	LAMB2,LAMC1,IRS2,MET,BAD,LAMC2,EIF4EBP1,LAMB1,PLEC,PTPN11,FYN,LAMA5,ERBB2IP,PIK3R1,YWHAZ,EGFR,SFN,YWHAQ,PTK2,EIF6,SHC1,CASP3,ITGB4,MST1R,LAMA3	-1.98626475138612	-0.538636155296649	25	56
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	0.353477072578196	0.492873289080659	-1	HSPB1,NCOA4,HSPA5,GAPDH,PRDX1,IL6ST,HSP90B1,PARK7,NCOA6,ZMIZ1,HSP90AA1,PIK3R1,EGFR,CALR,CASP7,PA2G4,CASP3,STUB1,CDC37,FOXO1,RELA,NCOR2,AKT1,CASP8,PXN,TOP1,RNF14,TCF4	-1.05206475051321	-0.260716255904633	28	96
BDNF%IOB%BDNF	BDNF%IOB%BDNF	0.0804558011049724	0.164737419494127	-1	IRS2,BAD,EIF4EBP1,PRKAA2,FYN,TSC2,SHC1,MAPK1,PLCG1,KIDINS220,AKT1,FRS2,GSK3B,RAF1,MAPK9,MAPK8,FOXO3,RELB	-1.3751162595829	-0.427048035873537	18	29
CCR1%IOB%CCR1	CCR1%IOB%CCR1	0.224937118217751	0.356246004052803	-1	STAT1,PTK2,NFKB1,MAPK1,RELA,PXN,STAT3,MAPK9,MAPK8,JAK1	-1.19318388172652	-0.424857999875865	10	17
