Term	Description	p.Val	FDR	Phenotype	Genes	NES	ES	Gene_Hits	Gene_Total
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	0.29985315712188	0.685485563389825	1	VIM,PLEC,IRS1,COL17A1,ERBB2,PAK1,ERBB2IP	1.12127219652617	0.397163614938084	7	24
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	0.42799667036626	0.80968697828743	1	SVIL,FLNA,KAT7,PAK6,TGFB1I1,PIAS1,NONO,RUNX1,TMF1,NCOR2,PELP1	1.02038047879687	0.323556915585451	11	41
CXCR4%IOB%CXCR4	CXCR4%IOB%CXCR4	0.102119460500963	0.392015878771043	-1	PRKCZ,PTK2,BAD,PTPN11,PLCG1,BCAR1,MAP2K2,FOXO3,IKBKB,CRK,NFKB1	-1.31150678248571	-0.402912625642974	11	27
EGFR1%IOB%EGFR1	EGFR1%IOB%EGFR1	0.115358819584172	0.418030652054514	-1	ASAP1,WNK1,PRKAA2,SCAMP3,DYRK1A,PRKAA1,PRKCZ,ALDOA,REPS2,PPP1R12A,VCL,TOM1,EIF4EBP1,CYLD,PTPRK,PTK2,MAGI1,MPZL1,BAIAP2,WASL,GPRC5A,BAD,PTPN11,RIPK1,GRB10,DCBLD2,PLCG1,SPRY1,EPPK1,BCAR1,TFRC,ABL2,MYC,SDCBP,CRIM1,MAP2K2,ITCH,CLTC,MVP,RPS27L,RIN1,ANKS1A,LDLR,ARAF	-1.14395746694701	-0.249550408122924	44	166
FAS%IOB%FAS	FAS%IOB%FAS	0.0368176047397376	0.234967828141487	1	VIM,LMNB1,PLEC,SPTAN1,TRAF1,NUMA1,EIF3J,CSNK1E,PRKDC,MAP3K1,IGF1R,MAPK14,CDK11B,MET,UBE4B,RAF1,PKN2,AIFM1	1.46699428660477	0.480175278160783	18	35
G-CSF%IOB%G-CSF	G-CSF%IOB%G-CSF	0.668497330282227	0.957101757486282	1	TYK2,CSNK1E,POM121,MAPK14	0.861708495302719	0.341173076648171	4	15
GM-CSF%IOB%GM-CSF	GM-CSF%IOB%GM-CSF	0.506720850265708	0.874169269021027	-1	DPYSL2,BAD,PTPN11,PLCG1,BCAR1,MAP2K2,FOXO3,IKBKB,IRS2	-0.960519684015702	-0.306352273124672	9	23
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR%IOB%KITRECEPTOR	0.511060507482108	0.878032475958758	-1	EIF4EBP1,WIPF1,BAD,PTPN11,GRB10,MPDZ,PLCG1	-0.96264631763158	-0.290234768289516	7	29
LEPTIN%IOB%LEPTIN	LEPTIN%IOB%LEPTIN	0.848632668144863	0.999713138267355	1	IRS1,ITGAV,ATF2	0.736934730425553	0.266353219316317	3	22
M-CSF%IOB%M-CSF	M-CSF%IOB%M-CSF	0.425758049390434	0.807147628370708	-1	EIF4EBP1,PTK2,PTPN11,RIPK1,PLCG1,FADD,BCAR1,CSF1,MAP2K2	-1.01247549979829	-0.322923284142894	9	23
